bin_start_year,bin_end_year,longitude,latitude,E_mean,E_sd,settlement_field,exchange_field,connectivity_field,production_field,is_land,dist_coast_km,in_support
-675,-650,6.5,37.25,-0.8548,0.6246,-0.7756,-2.256,-0.6893,-0.3023,False,245.2,False
-675,-650,6.75,37.25,-1.0259,0.6645,-0.9252,-2.7066,-0.8395,-0.3621,False,232.6,False
-675,-650,7.0,37.25,-1.1984,0.686,-1.0743,-3.1609,-0.9941,-0.4226,False,221.3,False
-675,-650,7.25,37.25,-1.362,0.6944,-1.2147,-3.5923,-1.1421,-0.4806,False,211.3,False
-675,-650,7.5,37.25,-1.5052,0.6956,-1.3371,-3.9711,-1.2713,-0.5329,False,201.4,False
-675,-650,7.75,37.25,-1.6168,0.6943,-1.4325,-4.2685,-1.3695,-0.5759,False,192.8,False
-675,-650,8.0,37.25,-1.6871,0.6935,-1.4931,-4.4594,-1.4264,-0.607,False,186.0,False
-675,-650,8.25,37.25,-1.7091,0.6936,-1.5133,-4.5257,-1.4343,-0.624,False,181.3,False
-675,-650,8.5,37.25,-1.6794,0.6939,-1.4905,-4.4587,-1.3896,-0.626,False,178.9,False
-675,-650,8.75,37.25,-1.599,0.6926,-1.4253,-4.2608,-1.2932,-0.6132,False,178.7,False
-675,-650,9.0,37.25,-1.4728,0.6889,-1.3219,-3.9449,-1.1507,-0.5873,False,180.3,False
-675,-650,9.25,37.25,-1.31,0.6824,-1.1875,-3.5344,-0.9717,-0.5508,False,182.8,False
-675,-650,9.5,37.25,-1.1224,0.6736,-1.0317,-3.0603,-0.7692,-0.5074,False,187.4,False
-675,-650,9.75,37.25,-0.9241,0.6628,-0.8657,-2.5587,-0.5584,-0.4613,False,194.2,False
-675,-650,10.0,37.25,-0.7295,0.65,-0.7011,-2.0667,-0.3547,-0.4168,False,201.1,False
-675,-650,10.25,37.25,-0.552,0.6343,-0.5485,-1.619,-0.1726,-0.3778,False,182.3,False
-675,-650,10.5,37.25,-0.4027,0.6143,-0.417,-1.2443,-0.0241,-0.3476,False,163.8,False
-675,-650,10.75,37.25,-0.2893,0.5888,-0.3127,-0.9625,0.0827,-0.3285,False,145.9,False
-675,-650,11.0,37.25,-0.2152,0.557,-0.2384,-0.7824,0.1442,-0.3213,False,128.7,False
-675,-650,11.25,37.25,-0.1796,0.5196,-0.1934,-0.7016,0.1618,-0.3256,False,112.2,False
-675,-650,11.5,37.25,-0.1771,0.4786,-0.1737,-0.7064,0.1412,-0.3398,False,94.2,False
-675,-650,11.75,37.25,-0.1991,0.4369,-0.1722,-0.7742,0.0925,-0.361,False,77.4,True
-675,-650,12.0,37.25,-0.2341,0.3977,-0.18,-0.8755,0.028,-0.3857,False,62.1,True
-675,-650,12.25,37.25,-0.2696,0.3637,-0.1871,-0.978,-0.0381,-0.4099,False,48.6,True
-675,-650,12.5,37.25,-0.2934,0.3361,-0.1839,-1.0497,-0.0924,-0.4299,False,37.3,True
-675,-650,12.75,37.25,-0.2947,0.3143,-0.1619,-1.0631,-0.1229,-0.4421,False,34.7,True
-675,-650,13.0,37.25,-0.2658,0.2965,-0.115,-0.9978,-0.1208,-0.4441,False,27.1,True
-675,-650,13.25,37.25,-0.2026,0.2812,-0.0401,-0.8433,-0.0817,-0.4346,False,13.9,True
-675,-650,13.5,37.25,-0.1051,0.2673,0.0626,-0.5996,-0.0052,-0.4133,False,4.4,True
-675,-650,13.75,37.25,0.0222,0.2551,0.1894,-0.278,0.1039,-0.3815,True,8.8,True
-675,-650,14.0,37.25,0.1712,0.2452,0.3337,0.1006,0.2371,-0.3415,True,15.8,True
-675,-650,14.25,37.25,0.3307,0.2379,0.4862,0.5076,0.3824,-0.2966,True,18.4,True
-675,-650,14.5,37.25,0.4879,0.233,0.6365,0.9095,0.5259,-0.2505,True,28.8,True
-675,-650,14.75,37.25,0.6292,0.2301,0.7734,1.2717,0.653,-0.2073,True,29.6,True
-675,-650,15.0,37.25,0.742,0.2293,0.8864,1.5613,0.7502,-0.1707,True,11.0,True
-675,-650,15.25,37.25,0.8154,0.2321,0.9668,1.7508,0.806,-0.144,False,0.4,True
-675,-650,15.5,37.25,0.8419,0.241,1.008,1.8206,0.8122,-0.1294,False,19.9,True
-675,-650,15.75,37.25,0.8175,0.2583,1.0065,1.7604,0.7649,-0.1283,False,40.4,True
-675,-650,16.0,37.25,0.7422,0.2845,0.9618,1.5704,0.6642,-0.1407,False,59.9,True
-675,-650,16.25,37.25,0.62,0.318,0.8769,1.261,0.5147,-0.1655,False,76.1,True
-675,-650,16.5,37.25,0.4584,0.3561,0.7574,0.8514,0.3249,-0.2005,False,82.7,False
-675,-650,16.75,37.25,0.2676,0.3963,0.6109,0.3682,0.1059,-0.2428,False,93.5,False
-675,-650,17.0,37.25,0.0597,0.4371,0.4469,-0.1575,-0.1287,-0.2889,False,107.1,False
-675,-650,17.25,37.25,-0.1524,0.4779,0.2754,-0.6924,-0.3649,-0.335,False,122.6,False
-675,-650,17.5,37.25,-0.3561,0.5185,0.1063,-1.2038,-0.5887,-0.3776,False,139.0,False
-675,-650,17.75,37.25,-0.5399,0.558,-0.0513,-1.662,-0.7874,-0.4131,False,156.4,False
-675,-650,18.0,37.25,-0.6939,0.5947,-0.1897,-2.0419,-0.9506,-0.439,False,173.9,False
-675,-650,18.25,37.25,-0.811,0.6248,-0.3031,-2.3246,-1.0702,-0.4531,False,189.0,False
-675,-650,18.5,37.25,-0.8862,0.6438,-0.3875,-2.498,-1.1412,-0.454,False,204.9,False
-675,-650,18.75,37.25,-0.9175,0.6464,-0.4409,-2.5566,-1.1614,-0.4413,False,221.1,False
-675,-650,19.0,37.25,-0.9053,0.6278,-0.4635,-2.5015,-1.1314,-0.4152,False,238.0,False
-675,-650,6.5,37.5,-0.9585,0.6038,-0.8706,-2.5263,-0.7596,-0.3345,False,224.6,False
-675,-650,6.75,37.5,-1.1285,0.6396,-1.0205,-2.9746,-0.9027,-0.3942,False,210.8,False
-675,-650,7.0,37.5,-1.2941,0.6564,-1.1651,-3.4116,-1.0447,-0.4528,False,198.2,False
-675,-650,7.25,37.5,-1.4461,0.6597,-1.2968,-3.8137,-1.1757,-0.5076,False,187.0,False
-675,-650,7.5,37.5,-1.5745,0.6554,-1.4075,-4.1549,-1.2851,-0.5557,False,177.4,False
-675,-650,7.75,37.5,-1.6696,0.6488,-1.4893,-4.4102,-1.3625,-0.5941,False,167.5,False
-675,-650,8.0,37.5,-1.723,0.6433,-1.5356,-4.5581,-1.399,-0.6205,False,159.7,False
-675,-650,8.25,37.5,-1.7289,0.6399,-1.5418,-4.5833,-1.3882,-0.6331,False,154.2,False
-675,-650,8.5,37.5,-1.6846,0.638,-1.5057,-4.4792,-1.3273,-0.6311,False,151.3,False
-675,-650,8.75,37.5,-1.5912,0.6362,-1.4283,-4.2486,-1.2172,-0.6149,False,151.1,False
-675,-650,9.0,37.5,-1.4537,0.6333,-1.3136,-3.9041,-1.0634,-0.5861,False,152.7,False
-675,-650,9.25,37.5,-1.2805,0.6287,-1.1684,-3.4675,-0.8748,-0.5471,False,155.6,False
-675,-650,9.5,37.5,-1.0828,0.6226,-1.0018,-2.9678,-0.6635,-0.5013,False,161.1,False
-675,-650,9.75,37.5,-0.8736,0.6149,-0.8242,-2.4389,-0.4435,-0.4526,False,168.9,False
-675,-650,10.0,37.5,-0.6667,0.6052,-0.6468,-1.9159,-0.2293,-0.4052,False,178.8,False
-675,-650,10.25,37.5,-0.475,0.5924,-0.48,-1.4324,-0.035,-0.3627,False,172.6,False
-675,-650,10.5,37.5,-0.3096,0.5748,-0.3327,-1.0169,0.1278,-0.3286,False,153.0,False
-675,-650,10.75,37.5,-0.1785,0.551,-0.2115,-0.6903,0.2506,-0.305,False,133.7,False
-675,-650,11.0,37.5,-0.0863,0.5205,-0.12,-0.4641,0.3287,-0.2933,False,114.8,False
-675,-650,11.25,37.5,-0.0332,0.4839,-0.0586,-0.3391,0.3622,-0.2934,False,96.5,False
-675,-650,11.5,37.5,-0.0157,0.4432,-0.0246,-0.3059,0.3552,-0.3041,False,79.2,True
-675,-650,11.75,37.5,-0.0266,0.4017,-0.0124,-0.3462,0.3159,-0.323,False,63.5,True
-675,-650,12.0,37.5,-0.0563,0.363,-0.0143,-0.4345,0.2552,-0.3471,False,44.8,True
-675,-650,12.25,37.5,-0.0933,0.3301,-0.0212,-0.5415,0.1857,-0.3729,False,28.2,True
-675,-650,12.5,37.5,-0.1259,0.3047,-0.0241,-0.6369,0.1205,-0.3964,False,14.9,True
-675,-650,12.75,37.5,-0.1434,0.2862,-0.0143,-0.6929,0.0714,-0.4145,False,8.8,True
-675,-650,13.0,37.5,-0.1373,0.2727,0.0148,-0.6872,0.048,-0.4243,False,1.0,True
-675,-650,13.25,37.5,-0.1019,0.2619,0.0676,-0.6053,0.0568,-0.424,True,5.0,True
-675,-650,13.5,37.5,-0.0353,0.2526,0.1454,-0.4418,0.1,-0.4128,True,19.7,True
-675,-650,13.75,37.5,0.0607,0.2446,0.2467,-0.2017,0.1756,-0.3912,True,28.6,True
-675,-650,14.0,37.5,0.1805,0.2381,0.3669,0.1008,0.2779,-0.3606,True,42.0,True
-675,-650,14.25,37.5,0.3153,0.2335,0.4987,0.4435,0.3975,-0.3236,True,45.4,True
-675,-650,14.5,37.5,0.4543,0.2305,0.6332,0.7981,0.5226,-0.2833,True,48.1,True
-675,-650,14.75,37.5,0.5853,0.2285,0.7605,1.1333,0.6401,-0.2435,True,27.6,True
-675,-650,15.0,37.5,0.6961,0.2276,0.8705,1.4177,0.7368,-0.2077,True,7.2,True
-675,-650,15.25,37.5,0.7755,0.2288,0.954,1.6227,0.8008,-0.1792,False,9.8,True
-675,-650,15.5,37.5,0.8147,0.2344,1.0037,1.7253,0.8226,-0.1608,False,27.7,True
-675,-650,15.75,37.5,0.8077,0.2466,1.0144,1.7102,0.7957,-0.1542,False,46.0,True
-675,-650,16.0,37.5,0.7519,0.2666,0.9837,1.571,0.7175,-0.1604,False,46.0,True
-675,-650,16.25,37.5,0.6486,0.2936,0.9123,1.3108,0.5897,-0.179,False,49.4,True
-675,-650,16.5,37.5,0.5026,0.326,0.8036,0.942,0.4175,-0.2087,False,59.0,True
-675,-650,16.75,37.5,0.3217,0.3617,0.6636,0.4852,0.2097,-0.2473,False,73.3,True
-675,-650,17.0,37.5,0.1165,0.3996,0.5004,-0.0327,-0.0221,-0.2917,False,89.5,False
-675,-650,17.25,37.5,-0.1009,0.4393,0.3235,-0.5804,-0.2646,-0.3385,False,107.1,False
-675,-650,17.5,37.5,-0.3177,0.4803,0.1428,-1.1246,-0.5037,-0.3839,False,125.5,False
-675,-650,17.75,37.5,-0.5211,0.5216,-0.0315,-1.6324,-0.7254,-0.4242,False,140.0,False
-675,-650,18.0,37.5,-0.6994,0.5608,-0.1901,-2.0736,-0.9169,-0.4561,False,155.7,False
-675,-650,18.25,37.5,-0.8426,0.594,-0.3251,-2.4225,-1.0675,-0.4767,False,171.7,False
-675,-650,18.5,37.5,-0.943,0.6161,-0.4301,-2.6594,-1.1687,-0.4839,False,188.5,False
-675,-650,18.75,37.5,-0.9956,0.6217,-0.5011,-2.7713,-1.2153,-0.4761,False,205.4,False
-675,-650,19.0,37.5,-0.9981,0.6061,-0.5359,-2.7528,-1.205,-0.4529,False,219.5,False
-675,-650,6.5,37.75,-1.0631,0.5794,-0.9649,-2.799,-0.831,-0.3666,False,205.7,False
-675,-650,6.75,37.75,-1.2217,0.6102,-1.1067,-3.2181,-0.9558,-0.4231,False,190.6,False
-675,-650,7.0,37.75,-1.3675,0.6215,-1.236,-3.6046,-1.0711,-0.476,False,176.5,False
-675,-650,7.25,37.75,-1.4938,0.6187,-1.3473,-3.9406,-1.1697,-0.5233,False,163.8,False
-675,-650,7.5,37.75,-1.5931,0.6078,-1.4344,-4.2073,-1.2439,-0.5629,False,152.8,False
-675,-650,7.75,37.75,-1.6588,0.5947,-1.4919,-4.387,-1.2866,-0.5928,False,143.1,False
-675,-650,8.0,37.75,-1.6851,0.5833,-1.5154,-4.4655,-1.2918,-0.6114,False,133.8,False
-675,-650,8.25,37.75,-1.6686,0.5754,-1.502,-4.4333,-1.2556,-0.6176,False,127.2,False
-675,-650,8.5,37.75,-1.608,0.5708,-1.4507,-4.2876,-1.1768,-0.6111,False,123.7,False
-675,-650,8.75,37.75,-1.5051,0.5682,-1.3633,-4.0329,-1.057,-0.5925,False,123.5,False
-675,-650,9.0,37.75,-1.3645,0.5662,-1.2433,-3.6811,-0.9012,-0.5633,False,125.2,False
-675,-650,9.25,37.75,-1.1936,0.5643,-1.0969,-3.2511,-0.717,-0.5255,False,128.7,False
-675,-650,9.5,37.75,-1.0018,0.5619,-0.9318,-2.7676,-0.5145,-0.4822,False,135.3,False
-675,-650,9.75,37.75,-0.8002,0.5589,-0.757,-2.2587,-0.3054,-0.4364,False,144.5,False
-675,-650,10.0,37.75,-0.6001,0.5543,-0.5817,-1.7541,-0.1018,-0.3917,False,152.3,False
-675,-650,10.25,37.75,-0.4128,0.5465,-0.4151,-1.2826,0.0846,-0.3513,False,158.8,False
-675,-650,10.5,37.75,-0.2478,0.5336,-0.2651,-0.8692,0.2436,-0.3181,False,146.7,False
-675,-650,10.75,37.75,-0.1128,0.514,-0.1378,-0.5332,0.3675,-0.2942,False,126.4,False
-675,-650,11.0,37.75,-0.0124,0.487,-0.0371,-0.2866,0.4515,-0.2809,False,106.2,False
-675,-650,11.25,37.75,0.0521,0.4532,0.0356,-0.133,0.4946,-0.2785,False,86.2,False
-675,-650,11.5,37.75,0.0824,0.4148,0.0818,-0.0676,0.4992,-0.2862,False,66.4,True
-675,-650,11.75,37.75,0.0835,0.3752,0.1053,-0.0775,0.4709,-0.3025,False,47.3,True
-675,-650,12.0,37.75,0.0628,0.3382,0.1118,-0.1435,0.4183,-0.3248,False,29.8,True
-675,-650,12.25,37.75,0.0295,0.3073,0.1086,-0.2419,0.3516,-0.3504,False,15.5,True
-675,-650,12.5,37.75,-0.0065,0.2842,0.1036,-0.3468,0.2819,-0.3759,True,2.5,True
-675,-650,12.75,37.75,-0.0355,0.2687,0.1042,-0.433,0.2201,-0.3983,True,16.8,True
-675,-650,13.0,37.75,-0.0488,0.2585,0.1174,-0.4783,0.1757,-0.4147,True,20.3,True
-675,-650,13.25,37.75,-0.0401,0.2512,0.1482,-0.466,0.1559,-0.4232,True,29.2,True
-675,-650,13.5,37.75,-0.0056,0.2451,0.1994,-0.3862,0.165,-0.4224,True,30.2,True
-675,-650,13.75,37.75,0.0553,0.2398,0.2713,-0.2372,0.2038,-0.4119,True,24.5,True
-675,-650,14.0,37.75,0.14,0.2354,0.3619,-0.0256,0.2695,-0.3924,True,29.2,True
-675,-650,14.25,37.75,0.243,0.2323,0.4664,0.2341,0.3561,-0.3655,True,28.7,True
-675,-650,14.5,37.75,0.356,0.2301,0.5782,0.5213,0.4549,-0.3334,True,31.3,True
-675,-650,14.75,37.75,0.4692,0.2284,0.6892,0.8104,0.5551,-0.2992,True,36.8,True
-675,-650,15.0,37.75,0.5719,0.2271,0.7905,1.0738,0.6451,-0.266,True,17.0,True
-675,-650,15.25,37.75,0.6533,0.2269,0.8734,1.2839,0.7133,-0.237,False,3.4,True
-675,-650,15.5,37.75,0.7039,0.2294,0.9299,1.416,0.7494,-0.2151,False,19.6,True
-675,-650,15.75,37.75,0.716,0.2369,0.9537,1.4507,0.745,-0.2026,False,18.4,True
-675,-650,16.0,37.75,0.6848,0.2507,0.9404,1.375,0.695,-0.2012,False,18.4,True
-675,-650,16.25,37.75,0.6084,0.271,0.8884,1.1846,0.5975,-0.2113,False,24.6,True
-675,-650,16.5,37.75,0.4884,0.2968,0.7987,0.8838,0.4544,-0.2327,False,40.0,True
-675,-650,16.75,37.75,0.3299,0.327,0.6749,0.4853,0.2712,-0.264,False,58.0,True
-675,-650,17.0,37.75,0.141,0.3608,0.5231,0.0101,0.0568,-0.3028,False,76.8,True
-675,-650,17.25,37.75,-0.0679,0.3981,0.3517,-0.5147,-0.1772,-0.3462,False,91.4,False
-675,-650,17.5,37.75,-0.2845,0.4385,0.1702,-1.0572,-0.4173,-0.3906,False,106.3,False
-675,-650,17.75,37.75,-0.4954,0.4805,-0.011,-1.5835,-0.6491,-0.4322,False,122.3,False
-675,-650,18.0,37.75,-0.6877,0.5215,-0.1815,-2.0596,-0.8583,-0.4672,False,139.1,False
-675,-650,18.25,37.75,-0.8491,0.5571,-0.3314,-2.4542,-1.0316,-0.492,False,156.7,False
-675,-650,18.5,37.75,-0.9691,0.5819,-0.4525,-2.7404,-1.1576,-0.5038,False,171.1,False
-675,-650,18.75,37.75,-1.04,0.5905,-0.5382,-2.8981,-1.2279,-0.5002,False,185.6,False
-675,-650,19.0,37.75,-1.0568,0.5782,-0.5844,-2.9149,-1.2374,-0.4799,False,200.7,False
-675,-650,6.5,38.0,-1.163,0.5563,-1.0534,-3.0591,-0.8984,-0.397,False,188.6,False
-675,-650,6.75,38.0,-1.3004,0.5819,-1.1788,-3.4238,-0.9944,-0.4473,False,172.3,False
-675,-650,7.0,38.0,-1.4147,0.5872,-1.2831,-3.7293,-1.0704,-0.4909,False,156.6,False
-675,-650,7.25,38.0,-1.5024,0.5776,-1.3632,-3.9659,-1.1228,-0.5268,False,142.2,False
-675,-650,7.5,38.0,-1.5599,0.5594,-1.4162,-4.125,-1.1482,-0.5541,False,129.4,False
-675,-650,7.75,38.0,-1.5849,0.5389,-1.4399,-4.2,-1.1442,-0.5721,False,118.8,False
-675,-650,8.0,38.0,-1.5756,0.5208,-1.4331,-4.1868,-1.109,-0.5803,False,108.9,False
-675,-650,8.25,38.0,-1.5317,0.5077,-1.3956,-4.0847,-1.0424,-0.5786,False,100.7,False
-675,-650,8.5,38.0,-1.4545,0.4999,-1.3285,-3.8966,-0.9455,-0.5676,False,96.2,False
-675,-650,8.75,38.0,-1.3467,0.4962,-1.2341,-3.6297,-0.8212,-0.548,False,96.0,False
-675,-650,9.0,38.0,-1.2127,0.4953,-1.1161,-3.2953,-0.6739,-0.5212,False,97.7,False
-675,-650,9.25,38.0,-1.0581,0.4964,-0.9792,-2.9081,-0.5096,-0.4889,False,102.2,False
-675,-650,9.5,38.0,-0.8899,0.4987,-0.8293,-2.486,-0.3353,-0.4532,False,110.3,False
-675,-650,9.75,38.0,-0.7158,0.5017,-0.6728,-2.0489,-0.159,-0.4163,False,121.1,False
-675,-650,10.0,38.0,-0.5438,0.5038,-0.5163,-1.6174,0.011,-0.3807,False,125.8,False
-675,-650,10.25,38.0,-0.3816,0.5031,-0.3663,-1.2116,0.1669,-0.3486,False,133.5,False
-675,-650,10.5,38.0,-0.2362,0.4971,-0.2286,-0.8494,0.3016,-0.322,False,143.7,False
-675,-650,10.75,38.0,-0.1133,0.484,-0.1081,-0.5455,0.4093,-0.3025,False,125.0,False
-675,-650,11.0,38.0,-0.0169,0.463,-0.0081,-0.3101,0.4862,-0.2912,False,104.5,False
-675,-650,11.25,38.0,0.051,0.4345,0.0697,-0.1481,0.5308,-0.2885,False,84.1,False
-675,-650,11.5,38.0,0.0909,0.4008,0.1253,-0.0588,0.5438,-0.2941,False,63.6,True
-675,-650,11.75,38.0,0.1051,0.3652,0.1604,-0.0355,0.5284,-0.3072,False,43.3,True
-675,-650,12.0,38.0,0.0982,0.3316,0.1787,-0.0668,0.4896,-0.3263,False,23.3,True
-675,-650,12.25,38.0,0.0761,0.3034,0.1847,-0.1369,0.4346,-0.3492,False,6.4,True
-675,-650,12.5,38.0,0.0461,0.2827,0.1841,-0.2271,0.3713,-0.3737,False,0.6,True
-675,-650,12.75,38.0,0.0156,0.2689,0.1829,-0.3178,0.3083,-0.3973,True,9.8,True
-675,-650,13.0,38.0,-0.0078,0.2601,0.1868,-0.39,0.2537,-0.4175,True,5.0,True
-675,-650,13.25,38.0,-0.0179,0.2539,0.201,-0.4269,0.2147,-0.4323,True,16.3,True
-675,-650,13.5,38.0,-0.01,0.2487,0.2291,-0.4161,0.1965,-0.44,True,7.1,True
-675,-650,13.75,38.0,0.0189,0.244,0.2733,-0.3506,0.2022,-0.4398,False,2.8,True
-675,-650,14.0,38.0,0.0688,0.2399,0.3336,-0.2295,0.2321,-0.4312,True,3.6,True
-675,-650,14.25,38.0,0.1374,0.2369,0.4081,-0.0587,0.2837,-0.415,True,2.1,True
-675,-650,14.5,38.0,0.2201,0.2345,0.4928,0.1498,0.3518,-0.3925,True,4.3,True
-675,-650,14.75,38.0,0.3099,0.2324,0.5822,0.3781,0.4289,-0.3656,True,12.4,True
-675,-650,15.0,38.0,0.3983,0.2303,0.6693,0.6045,0.5058,-0.3368,True,14.9,True
-675,-650,15.25,38.0,0.476,0.2284,0.7463,0.805,0.5723,-0.309,True,11.9,True
-675,-650,15.5,38.0,0.5337,0.2282,0.8057,0.9556,0.6181,-0.285,False,5.3,True
-675,-650,15.75,38.0,0.5629,0.2315,0.8403,1.0342,0.634,-0.2674,True,7.2,True
-675,-650,16.0,38.0,0.5565,0.2397,0.8444,1.0233,0.6126,-0.2583,True,8.7,True
-675,-650,16.25,38.0,0.5104,0.2535,0.8142,0.9114,0.5491,-0.259,False,9.3,True
-675,-650,16.5,38.0,0.4229,0.2727,0.7482,0.6948,0.4418,-0.2703,False,29.3,True
-675,-650,16.75,38.0,0.2959,0.2968,0.6476,0.3783,0.293,-0.2916,False,44.2,True
-675,-650,17.0,38.0,0.1345,0.3256,0.5164,-0.0248,0.1082,-0.3215,False,57.3,True
-675,-650,17.25,38.0,-0.0528,0.3593,0.3608,-0.4931,-0.1034,-0.3577,False,73.0,True
-675,-650,17.5,38.0,-0.2553,0.3977,0.1895,-0.9983,-0.3298,-0.3971,False,89.6,False
-675,-650,17.75,38.0,-0.4601,0.4393,0.0125,-1.5077,-0.5572,-0.436,False,107.6,False
-675,-650,18.0,38.0,-0.6535,0.481,-0.1594,-1.9858,-0.7704,-0.4704,False,123.6,False
-675,-650,18.25,38.0,-0.822,0.5182,-0.3153,-2.3977,-0.9548,-0.4963,False,136.9,False
-675,-650,18.5,38.0,-0.9532,0.5454,-0.4452,-2.7114,-1.0967,-0.5103,False,151.8,False
-675,-650,18.75,38.0,-1.0368,0.5569,-0.5408,-2.9007,-1.1852,-0.5093,False,167.1,False
-675,-650,19.0,38.0,-1.0657,0.5479,-0.5963,-2.9473,-1.2124,-0.4913,False,183.5,False
-675,-650,6.5,38.25,-1.2521,0.5372,-1.1308,-3.2909,-0.9564,-0.4238,False,171.9,False
-675,-650,6.75,38.25,-1.3603,0.5577,-1.233,-3.5806,-1.0154,-0.4654,False,155.3,False
-675,-650,7.0,38.25,-1.434,0.5572,-1.3045,-3.7812,-1.0424,-0.4969,False,139.5,False
-675,-650,7.25,38.25,-1.4732,0.541,-1.3451,-3.8932,-1.0383,-0.5185,False,123.0,False
-675,-650,7.5,38.25,-1.4797,0.5158,-1.3559,-3.9206,-1.0051,-0.5307,False,108.0,False
-675,-650,7.75,38.25,-1.456,0.4881,-1.3389,-3.8702,-0.9458,-0.5343,False,95.0,False
-675,-650,8.0,38.25,-1.4054,0.4635,-1.2969,-3.7509,-0.8644,-0.5304,False,85.0,False
-675,-650,8.25,38.25,-1.3319,0.4452,-1.233,-3.5724,-0.765,-0.5202,False,75.0,True
-675,-650,8.5,38.25,-1.2396,0.434,-1.1506,-3.3457,-0.6519,-0.5051,False,68.9,True
-675,-650,8.75,38.25,-1.1326,0.4291,-1.0533,-3.0813,-0.5294,-0.4861,False,68.5,True
-675,-650,9.0,38.25,-1.0149,0.4291,-0.9446,-2.7897,-0.4015,-0.4647,False,70.3,True
-675,-650,9.25,38.25,-0.8905,0.4331,-0.8279,-2.4809,-0.2721,-0.442,False,76.4,True
-675,-650,9.5,38.25,-0.763,0.4404,-0.7064,-2.1643,-0.1446,-0.4191,False,87.0,False
-675,-650,9.75,38.25,-0.6358,0.4499,-0.5834,-1.849,-0.0222,-0.3969,False,93.9,False
-675,-650,10.0,38.25,-0.5123,0.4597,-0.4618,-1.5435,0.0921,-0.3765,False,99.8,False
-675,-650,10.25,38.25,-0.3956,0.4672,-0.3445,-1.2558,0.1955,-0.3586,False,109.4,False
-675,-650,10.5,38.25,-0.2887,0.4697,-0.2343,-0.9937,0.2854,-0.3442,False,121.6,False
-675,-650,10.75,38.25,-0.1943,0.4649,-0.1336,-0.7639,0.3596,-0.334,False,129.6,False
-675,-650,11.0,38.25,-0.1146,0.4516,-0.0444,-0.5723,0.4161,-0.3283,False,110.0,False
-675,-650,11.25,38.25,-0.0513,0.4304,0.0315,-0.4231,0.4537,-0.3277,False,90.7,False
-675,-650,11.5,38.25,-0.0054,0.4033,0.0932,-0.3188,0.472,-0.3323,False,72.2,True
-675,-650,11.75,38.25,0.0232,0.3735,0.1406,-0.259,0.4713,-0.3418,False,54.9,True
-675,-650,12.0,38.25,0.0357,0.3447,0.1745,-0.2408,0.4533,-0.3556,False,39.9,True
-675,-650,12.25,38.25,0.0343,0.3201,0.1966,-0.2582,0.4209,-0.373,False,29.4,True
-675,-650,12.5,38.25,0.0224,0.3013,0.2095,-0.3022,0.3781,-0.3927,False,19.4,True
-675,-650,12.75,38.25,0.0043,0.288,0.2167,-0.3617,0.3296,-0.4132,False,6.8,True
-675,-650,13.0,38.25,-0.015,0.2786,0.222,-0.4237,0.2811,-0.4328,False,10.6,True
-675,-650,13.25,38.25,-0.0304,0.2711,0.2295,-0.475,0.2382,-0.4498,False,4.2,True
-675,-650,13.5,38.25,-0.0372,0.2644,0.243,-0.503,0.2061,-0.4625,False,13.2,True
-675,-650,13.75,38.25,-0.0315,0.2582,0.2657,-0.4975,0.1892,-0.4696,False,23.1,True
-675,-650,14.0,38.25,-0.0105,0.2528,0.2996,-0.4515,0.1902,-0.4702,False,23.0,True
-675,-650,14.25,38.25,0.0264,0.2485,0.3453,-0.363,0.21,-0.4639,False,25.7,True
-675,-650,14.5,38.25,0.078,0.2451,0.4017,-0.2351,0.247,-0.451,False,21.5,True
-675,-650,14.75,38.25,0.1409,0.2419,0.466,-0.0766,0.2975,-0.4324,False,9.1,True
-675,-650,15.0,38.25,0.2095,0.2384,0.5337,0.0985,0.3554,-0.4098,False,9.0,True
-675,-650,15.25,38.25,0.2769,0.2348,0.599,0.2722,0.4129,-0.3853,False,0.6,True
-675,-650,15.5,38.25,0.3348,0.2321,0.6552,0.4235,0.4611,-0.3612,True,5.9,True
-675,-650,15.75,38.25,0.375,0.2318,0.6955,0.5308,0.4908,-0.3403,True,0.8,True
-675,-650,16.0,38.25,0.3895,0.2354,0.7134,0.574,0.4934,-0.3247,True,16.3,True
-675,-650,16.25,38.25,0.3721,0.2438,0.7035,0.5367,0.462,-0.3167,True,2.7,True
-675,-650,16.5,38.25,0.3187,0.2571,0.6624,0.4086,0.3922,-0.3175,False,10.3,True
-675,-650,16.75,38.25,0.2281,0.2752,0.5889,0.1866,0.2828,-0.3275,False,24.0,True
-675,-650,17.0,38.25,0.1025,0.2984,0.4845,-0.1236,0.1362,-0.3462,False,40.2,True
-675,-650,17.25,38.25,-0.0525,0.3274,0.3535,-0.5076,-0.0415,-0.3722,False,58.9,True
-675,-650,17.5,38.25,-0.2281,0.3623,0.2027,-0.9427,-0.2407,-0.4028,False,78.5,True
-675,-650,17.75,38.25,-0.4129,0.4018,0.041,-1.3995,-0.4488,-0.4349,False,89.2,False
-675,-650,18.0,38.25,-0.5937,0.4428,-0.1211,-1.844,-0.6513,-0.4647,False,102.9,False
-675,-650,18.25,38.25,-0.7567,0.4805,-0.2725,-2.2406,-0.8333,-0.4881,False,117.9,False
-675,-650,18.5,38.25,-0.8885,0.5091,-0.4026,-2.5548,-0.9801,-0.5012,False,134.1,False
