port_id,name,modern_name,country_region,longitude,latitude,foundation_year,dated_for_model,culture_flags,infrastructure_count,pleiades,dare,trismegistos,topostext
975,"Cumae, Cumes, Kyme","Cuma, with uncertain location of ancient port NE and/or SW of the acropolis, and uncertain Fossa Neronis",Italy West,14.051265,40.846657,-750,1,Gr|Ro,4,http://pleiades.stoa.org/places/432808,http://imperium.ahlfeldt.se/places/16719,https://www.trismegistos.org/place/14437,https://topostext.org/place/408141PCum
975.1,Villa near Acherusia Palus,"Roman villa of Publius Servilius Vatia Isauricus, at Torre Vageta Fusaro, near Fusaro lake",Italy West,14.0433,40.8133,50,0,Ro,2,https://pleiades.stoa.org/places/432622,,,
976,Aenaria ,"Baia di Cartaromana, on the isle of Ischia",Italy West,13.9605,40.7291,,0,Ro,0,http://pleiades.stoa.org/places/432648,http://imperium.ahlfeldt.se/places/42338,https://www.trismegistos.org/place/32363,
976.1,,"Porto d'Ischia, on the isle of Ischia",Italy West,13.940565,40.74431,,0,Ro,0,,,,
977,"Pithekoussai, Pithecusae, Etruscan Inarime, first Greek (Euboian) settlement in Italy","Monte Vico, at Lacco Ameno, on the isle of Ischia",Italy West,13.885913,40.754297,-750,1,Li|Pn|Gr|Ro,0,http://pleiades.stoa.org/places/433026,http://imperium.ahlfeldt.se/places/22960,https://www.trismegistos.org/place/23501,https://topostext.org/place/408139IPit
978,,"Punta Chiarito, on the isle of Ischia",Italy West,13.879064,40.696687,-700,1,Gr|Ro,0,http://pleiades.stoa.org/places/433055,http://imperium.ahlfeldt.se/places/29157,,
978.1,"Procita, Prochyta insula",Isle of Procida,Italy West,14.016731,40.759068,-700,1,Li|My|Gr|Ro,0,http://pleiades.stoa.org/places/433053,http://imperium.ahlfeldt.se/places/41252,,
978.2,,"Punta d'Alaca & Punta di Mezzogiorno, on the isle of Vivara",Italy West,13.992,40.74,-1500,1,My|Ro,0,,,,
979,,"Roman villa di Lucullo, near Grotta della Dragonara",Italy West,14.0836,40.7842,-60,1,Ro,0,https://pleiades.stoa.org/places/870212544,,,
979.1,,Roman villa at Punta Terone,Italy West,14.0888,40.7869,-30,1,Ro,2,,,,
980,"Misenos, Misenum, Misene, home port of Classis Misenensis fleet as from 12 BC","Capo Miseno, west of Naples",Italy West,14.085,40.79,-12,1,Ro,4,http://pleiades.stoa.org/places/432941,http://imperium.ahlfeldt.se/places/16720,https://www.trismegistos.org/place/3152,https://topostext.org/place/408141HMis
980.1,"Misenos, Misenum, Misene, Inner harbour","Lago Miseno, Mare Morto",Italy West,14.073,40.793,-12,1,Ro,2,,,,
981,"Misenos, Misenum, Misene ","Punta Terone, pilae of the southern breakwater",Italy West,14.089871,40.788295,-12,1,Ro,5,http://pleiades.stoa.org/places/432941,,https://www.trismegistos.org/place/3152,https://topostext.org/place/408141HMis
982,"Misenos, Misenum, Misene ","Punta di Pennata, pilae of the northern breakwater",Italy West,14.089078,40.789763,-12,1,Ro,3,http://pleiades.stoa.org/places/432941,,https://www.trismegistos.org/place/3152,https://topostext.org/place/408141HMis
983,"Misenos, Misenum, Misene ","Punta Sarparella, concrete jetty within the harbour",Italy West,14.0829,40.79024,-12,1,Ro,2,http://pleiades.stoa.org/places/432941,,https://www.trismegistos.org/place/3152,https://topostext.org/place/408141HMis
984,"Misenos, Misenum, Misene ","Punta di Pennata, pilae within the harbour",Italy West,14.08524,40.7914,-12,1,Ro,2,http://pleiades.stoa.org/places/432941,,https://www.trismegistos.org/place/3152,https://topostext.org/place/408141HMis
984.1,"Misenos, Misenum, Misene ",Large Roman villa on isola Pennata,Italy West,14.088,40.7931,-30,1,Ro,1,,,,
984.2,Thermae,"Roman villa Cento Camerelle, Bacoli",Italy West,14.0853,40.7984,-30,1,Ro,1,,,,
984.3,Bauli,"Roman villa Marina Grande, Hortalus fish tank, Bacoli",Italy West,14.0831,40.8,-30,1,Ro,3,,,,
985,Bauli,"Roman villa Tomba di Agrippina, Caesar fish tank, Bacoli",Italy West,14.08134,40.80286,-30,1,Ro,2,http://pleiades.stoa.org/places/432720,http://imperium.ahlfeldt.se/places/24882,https://www.trismegistos.org/place/32281,https://topostext.org/place/408141UBau
985.1,Bauli,"Roman villa Bagni Salvatore, Bacoli",Italy West,14.0829,40.809,-30,1,Ro,4,,,,
985.2,Bauli,"Roman villa Castello di Baia, Bacoli",Italy West,14.083,40.8111,-30,1,Ro,2,,,,
985.3,Bauli,"Roman villa near via Lucullo & Castello Aragonese, Bacoli",Italy West,14.0766,40.8126,-30,1,Ro,3,,,,
986,"Baiae, Baïes, with access to Portus Baianus, on Lacus Baianus","Baia, two concrete moles over 200 m long, access to Porto di Baia, and several Roman villas: Terme di Mercurio, Terme di Sosandra, Terme di Venere, Templo di Diana, Palazzo dei Cesari",Italy West,14.0775,40.8183,-30,1,Ro,6,http://pleiades.stoa.org/places/432716,http://imperium.ahlfeldt.se/places/22558,https://www.trismegistos.org/place/32453,https://topostext.org/place/408141PBai
986.1,,Roman villa dei Pisoni,Italy West,14.0796,40.8205,-30,1,Ro,3,,,,
987,"Access to Portus Iulius, Julius, port of Julien, on Lacus Lucrinus, used by Agrippa as a naval base from 37 BC to 12 BC","Lucrino, two concrete moles over 200 m long",Italy West,14.094706,40.82648,-37,1,Ro,6,https://pleiades.stoa.org/places/432915,http://imperium.ahlfeldt.se/places/40428,https://www.trismegistos.org/place/32454,https://topostext.org/place/408141WLuc
988,"Navale di Agrippa, on Lacus Avernus, Odysseus' stopover at the Halls of Hades possibly in this area",Lake Averno,Italy West,14.07598,40.837969,-37,1,Ro,1,http://pleiades.stoa.org/places/432712,http://imperium.ahlfeldt.se/places/41885,https://www.trismegistos.org/place/42488,https://topostext.org/place/408141WAve
989,"Vicus Annianus, Invinias",Pozzuoli West,Italy West,14.10502,40.82988,300,0,Ro,1,http://pleiades.stoa.org/places/432885,http://imperium.ahlfeldt.se/places/23179,,
990,Vicus Lartidianus,"Pozzuoli West, with Nabatean temple",Italy West,14.1125,40.8294,,0,Ro,1,,,,
991,"Puteoli, Dikaiarcheia, Dicearque, Flavia Colonia Augusta Puteoli, Delus Minor, in the Campi Phlegraei volcano district","Pozzuoli, Pouzzoles, Puteoles, in the Campi Flegrei volcano district, pilae of arched mole are under modern breakwater (Molo Caligoliano)",Italy West,14.1154,40.8216,-750,1,Gr|Ro,7,http://pleiades.stoa.org/places/432815,http://imperium.ahlfeldt.se/places/16721,https://www.trismegistos.org/place/3189,https://topostext.org/place/408141PDik
991.1,"Puteoli, Dikaiarcheia, Dicearque","Rocca di Rione Terra, large number of submerged pilae",Italy West,14.1193,40.8193,30,0,Ro,2,,,,
992,"Nesis, Odysseus' port of the Cyclops ?","Porto Paone, on the isle of Nisida, which is now connected to the continent by a breakwater, at Naples (Cuisenier mentions this site with two other possible sites: Marettimo and Faraglioni, Nisida clearly providing the best shelter as described by Homer)",Italy West,14.161118,40.794293,,0,My|Ro,2,http://pleiades.stoa.org/places/432980,,,
993,Nesis,"Nisida, very large pila of over 1500 m3 remaining from an arched mole",Italy West,14.168934,40.796145,,0,Ro,1,http://pleiades.stoa.org/places/432980,,,
994,Imperial Villa of Pausilypon ,"Roman villa at Posillipo, protected by row of pilae",Italy West,14.1883,40.793,-30,1,Ro,4,,http://imperium.ahlfeldt.se/places/24883,,
994.1,Imperial Villa of Pausilypon ,"Palazzo degli Spiriti, with pilae",Italy West,14.1917,40.7934,-30,1,Ro,4,,,,
995,Imperial Villa of Pausilypon ,"Pollion's villa at Porto Marechiaro, with pilae",Italy West,14.1919,40.7947,-30,1,Ro,3,,http://imperium.ahlfeldt.se/places/24883,,
995.1,,"Villa Volpicelli, and several other coastal villas near Capo di Posillipo",Italy West,14.2071,40.8024,-30,1,Ro,3,,,,
996,Megaris insula,"Castell del'Ovo, at Pizzofalcone in Naples",Italy West,14.2481,40.8271,,0,Ro,4,,,,
997,"Parthenope, Neapolis","Santa Lucia, near Pizzofalcone in Naples, but port probably at Piazza Municipio since early times",Italy West,14.2522,40.8398,-750,1,Gr|Ro,0,http://pleiades.stoa.org/places/433014,http://imperium.ahlfeldt.se/places/1524,https://www.trismegistos.org/place/2676,https://topostext.org/place/408142PNea
997.1,Neapolis ,"Naples, Piazza Municipio, offshore Roman pier made with timber caissons",Italy West,14.25462,40.83927,-600,1,Gr|Ro,3,http://pleiades.stoa.org/places/433014,http://imperium.ahlfeldt.se/places/1524,https://www.trismegistos.org/place/2676,https://topostext.org/place/408142PNea
998,Neapolis ,"Naples, Piazza Municipio, onshore Roman quay",Italy West,14.2524,40.83926,-600,1,Gr|Ro,1,http://pleiades.stoa.org/places/433014,http://imperium.ahlfeldt.se/places/1524,https://www.trismegistos.org/place/2676,https://topostext.org/place/408142PNea
999,,Roman villa dei Papiri,Italy West,14.3446,40.8079,-50,1,Ro,1,,,,
999.1,"Herculaneum, Etruscan Herclena","Ercolano, Resina",Italy West,14.35,40.7998,-550,1,Gr|Ro,0,http://pleiades.stoa.org/places/432873,http://imperium.ahlfeldt.se/places/21353,https://www.trismegistos.org/place/3365,https://topostext.org/place/408143UHer
1000,,"Roman villa Sora, near Torre del Greco",Italy West,14.37469,40.77828,-50,1,Ro,1,,http://imperium.ahlfeldt.se/places/42388,,
1001,Oplontis ,"Villa di Poppea, near Torre Annunziata",Italy West,14.4525,40.75755,-330,1,Ro,0,http://pleiades.stoa.org/places/432992,http://imperium.ahlfeldt.se/places/21354,https://www.trismegistos.org/place/32518,https://topostext.org/place/408145UOpl
1001.1,Oplontis ,Roman villa di Lucius Tertius Crassus,Italy West,14.4566,40.7562,-30,1,Ro,1,,,,
1002,"Pompeia, Porta Marina, Etruscan Pumpai","Pompei, uncertain location of ancient port on R Sarno near Porta Marina and/or near Porta Stabia?, with several Roman villas: Misteri, Diomede, Colonne a mosaico, Cicerone, Imperiale",Italy West,14.48226,40.74893,-750,1,Gr|Ro,4,http://pleiades.stoa.org/places/433032,http://imperium.ahlfeldt.se/places/21352,https://www.trismegistos.org/place/2788,https://topostext.org/place/407145PPom
1002.1,"Pompeia, Porta Stabia, Etruscan Pumpai","Pompei, uncertain location of ancient port on R Sarno near Porta Marina and/or near Porta Stabia?, with several Roman villas: Misteri, Diomede, Colonne a mosaico, Cicerone, Imperiale",Italy West,14.4908,40.7473,-750,1,Gr|Ro,1,http://pleiades.stoa.org/places/433032,http://imperium.ahlfeldt.se/places/21352,https://www.trismegistos.org/place/2788,https://topostext.org/place/407145PPom
1003,Stabiae ,"Castellammare di Stabia, with several Roman villas: Petraro, San Marco, Pastore, Ariana",Italy West,14.4926,40.69976,-330,1,Ro,1,http://pleiades.stoa.org/places/433128,http://imperium.ahlfeldt.se/places/16722,https://www.trismegistos.org/place/14340,https://topostext.org/place/407145USta
1004,Aequana ,"Roman villa at Pezzolo beach, Marina di Seiano,near Vico Equense",Italy West,14.4215,40.6617,-750,1,Gr|Ro,3,http://pleiades.stoa.org/places/432649,http://imperium.ahlfeldt.se/places/29119,https://www.trismegistos.org/place/14339,
1005,,Piano di Sorrento ,Italy West,14.402715,40.645818,-550,1,Gr|Ro,0,http://pleiades.stoa.org/places/433021,http://imperium.ahlfeldt.se/places/22399,,
1005.1,,Roman villa at Marina Piccola,Italy West,14.3778,40.6301,-30,1,Ro,1,,,,
1006,"Surrentum, Etruscan Irnthi","Sorrento, Roman villa Agrippa Postumus at Marina Grande",Italy West,14.3698,40.6279,-330,1,Ro,3,http://pleiades.stoa.org/places/433139,http://imperium.ahlfeldt.se/places/16723,https://www.trismegistos.org/place/14448,https://topostext.org/place/406144USur
1007,,"Roman villa at Capo di Sorrento, Bagni della Regina Giovanna",Italy West,14.3519,40.6338,-30,1,Ro,2,http://pleiades.stoa.org/places/432749,http://imperium.ahlfeldt.se/places/35106,,
1007.1,,"Roman villa at Marina di Puolo, at Punta della Calcarella",Italy West,14.3484,40.6294,-30,1,Ro,1,,,,
1008,,Roman villa at Capo di Massa,Italy West,14.3404,40.6263,-30,1,Ro,1,,http://imperium.ahlfeldt.se/places/42283,,
1008.1,Minervae Prom.,Roman villa at Punta Campanella,Italy West,14.3244,40.5692,-30,1,Ro,1,https://pleiades.stoa.org/places/432938,http://imperium.ahlfeldt.se/places/41250,https://www.trismegistos.org/place/49920,https://topostext.org/place/406143SMin
1009,"Capraria, Capreae insula","Bagni di Tiberio, near Marina Grande on the isle of Capri, with lighthouse at Roman villa Jovis",Italy West,14.236593,40.557685,-550,1,Li|Gr|Ro,5,http://pleiades.stoa.org/places/432751,http://imperium.ahlfeldt.se/places/22631,https://www.trismegistos.org/place/32415,https://topostext.org/place/406143ICap
1010,"Capraria, Capreae insula","Palazzo a Mare, near Marina Grande on the isle of Capri",Italy West,14.2288,40.5596,-30,1,Ro,3,http://pleiades.stoa.org/places/433006,http://imperium.ahlfeldt.se/places/22398,,
1010.1,"Capraria, Capreae insula",Roman villa Damecuta on the isle of Capri,Italy West,14.2,40.5592,30,0,Ro,1,,,,
1011,"Capraria, Capreae insula","Scoglio del Monacone, near the isle of Capri",Italy West,14.2562,40.5431,,0,Ro,2,,,,
1012,"Capraria, Capreae insula","Marina Piccola, on the isle of Capri",Italy West,14.23487,40.54454,,0,Ro,1,,,,
1013,,"Roman villa on Scoglio Isca, Galluzzo",Italy West,14.3766,40.588,30,0,Ro,1,,,,
1013.1,"Seirenoussai nesoi, Anthemoessa insulae, Anthemuse, possible Siren islands, no stopover for Odysseus",isola di Gallo Lungo,Italy West,14.43365,40.5825,-750,1,My|Gr|Ro,2,http://pleiades.stoa.org/places/433124,http://imperium.ahlfeldt.se/places/41251,,https://topostext.org/place/406144ISei
1014,,Roman villa at Positano ,Italy West,14.4871,40.62815,-30,1,Ro,1,http://pleiades.stoa.org/places/433048,http://imperium.ahlfeldt.se/places/21355,,
1015,Amalfi Civitas ,Amalfi,Italy West,14.602899,40.629351,300,0,Ro,0,http://pleiades.stoa.org/places/432670,http://imperium.ahlfeldt.se/places/16724,,
1016,,Roman villa at Minori ,Italy West,14.6262,40.6505,-30,1,Ro,1,http://pleiades.stoa.org/places/432939,http://imperium.ahlfeldt.se/places/22400,,
1017,Vietri ,"Punta Fuenti, near Vietri sul Mare",Italy West,14.713068,40.657725,-750,1,Gr|Ro,1,http://pleiades.stoa.org/places/433199,http://imperium.ahlfeldt.se/places/29171,https://www.trismegistos.org/place/32536,
1018,"Salernum, Etruscan Irna",Salerno,Italy West,14.7611,40.670947,,0,Ro,0,http://pleiades.stoa.org/places/433075,http://imperium.ahlfeldt.se/places/1523,https://www.trismegistos.org/place/14450,https://topostext.org/place/407148USal
1019,,"Arensola, near Eboli",Italy West,14.94346,40.5352,-750,1,Gr|Ro,0,http://pleiades.stoa.org/places/442475,http://imperium.ahlfeldt.se/places/29179,,
1020,Portus Alburnus ,"at the outlet of R Silarus, now called Sele, near Capaccio-Paestum",Italy West,14.969769,40.488629,-330,1,Ro,0,http://pleiades.stoa.org/places/442457,http://imperium.ahlfeldt.se/places/29175,,
1021,"Poseïdonia, Posidonia, Paestum, on R Silarus","Capaccio-Paestum, possibly near Torre di Paestum",Italy West,14.992,40.415,-750,1,Gr|Ro,0,http://pleiades.stoa.org/places/442733,http://imperium.ahlfeldt.se/places/16726,https://www.trismegistos.org/place/14483,https://topostext.org/place/404150PPos
1022,,Roman villa San Marco at Agropoli ,Italy West,14.990506,40.358318,-550,1,Gr|Ro,1,http://pleiades.stoa.org/places/442454,http://imperium.ahlfeldt.se/places/16727,,
1023,,San Marco di Castellabate,Italy West,14.932901,40.268002,-30,1,Ro,3,http://pleiades.stoa.org/places/442775,http://imperium.ahlfeldt.se/places/30397,,
1023.1,,Isola Licosa,Italy West,14.9004,40.252,,0,Ro,2,,,,
1024,"Velia, Elea, Portus Velinus, Hyele, near R Hales","Velia, near R Alento",Italy West,15.157,40.1602,-535,1,Ro,2,http://pleiades.stoa.org/places/452488,http://imperium.ahlfeldt.se/places/16728,https://www.trismegistos.org/place/2495,https://topostext.org/place/402152PEle
1025,Palinurus ,"Roman villa at Palinuro, near Centola",Italy West,15.282234,40.035658,-750,1,Gr|Ro,1,http://pleiades.stoa.org/places/452398,http://imperium.ahlfeldt.se/places/30469,,
1026,"Oenotrides insulae, Molpa ",Scoglio del Coniglio? With good anchorage on the coast,Italy West,15.294659,40.026788,-750,1,Gr|Ro,0,http://pleiades.stoa.org/places/452382,http://imperium.ahlfeldt.se/places/30465,https://www.trismegistos.org/place/59547,
1027,"Pyxus, near Buxentum Prom.","Policastro Bussentino, near Capo degli Ingreschi, near Camerota",Italy West,15.516403,40.065378,-470,1,Gr|Ro,0,http://pleiades.stoa.org/places/452411,http://imperium.ahlfeldt.se/places/16730,https://www.trismegistos.org/place/14487,https://topostext.org/place/401155UPyx
1028,Scidrus ,"Roman villa at Cammerelle, near Sapri",Italy West,15.6222,40.07218,-330,1,Ro,3,http://pleiades.stoa.org/places/452452,http://imperium.ahlfeldt.se/places/35397,,
1029,Cesernia ,"Capo La Timpa, near Maratea",Italy West,15.7001,39.9922,-30,1,Ro,0,http://pleiades.stoa.org/places/452297,http://imperium.ahlfeldt.se/places/23170,,
1030,,"Isle of Santo Janni, Santoianni ",Italy West,15.716,39.9673,-30,1,Ro,1,http://pleiades.stoa.org/places/452345,http://imperium.ahlfeldt.se/places/30459,,
1030.0999999999999,,"Roman villa at La Secca, near Castrocucco",Italy West,15.7436,39.9342,-30,1,Ro,3,,,,
1031,Blanda ,"Tortora Marina, on R Noce",Italy West,15.756465,39.913511,-330,1,Ro,0,http://pleiades.stoa.org/places/452274,http://imperium.ahlfeldt.se/places/16729,https://www.trismegistos.org/place/14485,https://topostext.org/place/399158UBla
1032,,Petrosa ,Italy West,15.781146,39.81781,-750,1,Gr|Ro,0,http://pleiades.stoa.org/places/452404,http://imperium.ahlfeldt.se/places/30471,,
1033,"Laos, Laus ",outlet of R Lao?,Italy West,15.789572,39.775272,-750,1,Gr|Ro,0,http://pleiades.stoa.org/places/452361,http://imperium.ahlfeldt.se/places/23168,https://www.trismegistos.org/place/14487,https://topostext.org/place/398158ULao
1034,"Cerillea, Cerilli ",Cirella,Italy West,15.804176,39.709009,-330,1,Ro,0,http://pleiades.stoa.org/places/452296,http://imperium.ahlfeldt.se/places/23167,,
1035,,Belvedere Marittimo ,Italy West,15.848026,39.613783,-330,1,Ro,0,http://pleiades.stoa.org/places/452272,http://imperium.ahlfeldt.se/places/30434,,
1036,,Acquappesa ,Italy West,15.945789,39.491704,-550,1,Gr|Ro,0,http://pleiades.stoa.org/places/452249,http://imperium.ahlfeldt.se/places/30426,,
1037,Port of Pandosia,San Lucido ,Italy West,16.042302,39.301273,-550,1,Gr|Ro,0,http://pleiades.stoa.org/places/452430,http://imperium.ahlfeldt.se/places/30484,,
1038,"Klampeteia, Clampetia ",Amantea,Italy West,16.065528,39.127809,-330,1,Ro,0,http://pleiades.stoa.org/places/452304,http://imperium.ahlfeldt.se/places/23166,,
1039,"Temesa, Temese, Tempsa, on R Sabutus","outlet of R Savuto, 10 km south of Amantea",Italy West,16.094554,39.027944,-750,1,Gr|Ro,0,http://pleiades.stoa.org/places/452469,http://imperium.ahlfeldt.se/places/16731,https://www.trismegistos.org/place/11853,https://topostext.org/place/390162UTem
1040,,"Roman villa at Piano delle Vigne, near Falerna",Italy West,16.15407,38.98683,-330,1,Ro,1,http://pleiades.stoa.org/places/452405,http://imperium.ahlfeldt.se/places/35396,,
1041,Terina ,"Sant'Eufemia Vetere, near Lamezia Terme",Italy West,16.2389,38.9448,-550,1,Gr|Ro,0,http://pleiades.stoa.org/places/452470,http://imperium.ahlfeldt.se/places/30492,https://www.trismegistos.org/place/38437,https://topostext.org/place/389162UTer
1042,Ad Turres,between R Angitola and R Savuto,Italy West,16.2697,38.9282,-30,1,Ro,0,http://pleiades.stoa.org/places/452254,http://imperium.ahlfeldt.se/places/36305,,
1043,"Port Parthenius of the phoceans, on R Tanno?","unlocalized, in the gulf of Eufemia near the airport of Lamezia Terme",Italy West,16.2787,38.896,,0,Ro,0,http://pleiades.stoa.org/places/456109,http://imperium.ahlfeldt.se/places/42152,,
1044,Acconia ,Acconia ,Italy West,16.211913,38.845734,300,0,Ro,0,http://pleiades.stoa.org/places/452247,http://imperium.ahlfeldt.se/places/30425,,
1045,Ad Fluvium Angitulam ,"Ponte Angitola, near Francavilla Angitola",Italy West,16.192327,38.773926,-30,1,Ro,0,http://pleiades.stoa.org/places/452251,http://imperium.ahlfeldt.se/places/36302,https://www.trismegistos.org/place/40496,
1046,Annicia,Pizzo,Italy West,16.162,38.74,300,0,Ro,0,http://pleiades.stoa.org/places/456030,http://imperium.ahlfeldt.se/places/23164,,
1047,"Leucosia, Ithacesiae insula, near Vibo","Vibo Marina, near Vibo Valentia",Italy West,16.1191,38.6833,,0,Ro,2,http://pleiades.stoa.org/places/452367,http://imperium.ahlfeldt.se/places/41770,,https://topostext.org/place/387161HVib
1047.0999999999999,"Port of Hipponium, Hipponion","Outlet of R Trainiti, near Bivona",Italy West,16.0723,38.7222,-30,1,Ro,1,https://pleiades.stoa.org/places/452337,http://imperium.ahlfeldt.se/places/16733,https://www.trismegistos.org/place/33100,https://topostext.org/place/387161PHip
1047.2,,"Scoglio Galera, near Torre Sant'Irene",Italy West,15.9994,38.7254,-30,1,Ro,4,,,,
1047.3,,Punta di Zambrone,Italy West,15.9718,38.7135,-1500,1,My|Ro,0,,,,
1048,"Trapeia, Port of Hercules",Tropea,Italy West,15.908708,38.683746,300,0,Ro,0,http://pleiades.stoa.org/places/452482,http://imperium.ahlfeldt.se/places/16734,https://www.trismegistos.org/place/33097,
1049,,Nicotera Marina,Italy West,15.921,38.545,-750,1,Gr|Ro,0,http://pleiades.stoa.org/places/452391,http://imperium.ahlfeldt.se/places/16735,https://www.trismegistos.org/place/33062,
1050,,San Teodoro,Italy West,15.9234,38.5247,-30,1,Ro,0,http://pleiades.stoa.org/places/452432,http://imperium.ahlfeldt.se/places/30486,,
1051,Emporion,Rosarno,Italy West,15.95941,38.49277,-330,1,Ro,0,http://pleiades.stoa.org/places/452323,http://imperium.ahlfeldt.se/places/30455,,https://topostext.org/place/385160UEmp
1052,"Medma, Mesma","Pian delle Vigne, near Rosarno",Italy West,15.9882,38.4821,-750,1,Gr|Ro,0,http://pleiades.stoa.org/places/452375,http://imperium.ahlfeldt.se/places/22645,https://www.trismegistos.org/place/41573,https://topostext.org/place/385160UEmp
1053,"Port at the outlet of R Metaurus, Metaure ","R Petrace, near Gioia Tauro",Italy West,15.871137,38.421553,-750,1,Gr|Ro,0,http://pleiades.stoa.org/places/452379,http://imperium.ahlfeldt.se/places/16736,https://www.trismegistos.org/place/61084,https://topostext.org/place/384159UMet
1054,Taurianum ,"Taureana, near Lido di Palmi",Italy West,15.86494,38.39426,-330,1,Ro,0,http://pleiades.stoa.org/places/452466,http://imperium.ahlfeldt.se/places/30491,https://www.trismegistos.org/place/33092,
1055,Portus Orestis,"Marina di Palmi, Porto Ravaglioso",Italy West,15.8336,38.351,-30,1,Ro,0,http://pleiades.stoa.org/places/452409,http://imperium.ahlfeldt.se/places/30475,,
1056,Ad Mallias,between Nicotera and Reggio di Calabria,Italy West,15.823,38.3162,-30,1,Ro,0,http://pleiades.stoa.org/places/452253,http://imperium.ahlfeldt.se/places/36304,,
1057,Arciade,Arciade,Italy West,15.8046,38.291,300,0,Ro,0,http://pleiades.stoa.org/places/452264,http://imperium.ahlfeldt.se/places/23163,,
1058,"Scyllaeum, Scylla, in front of Charybdis in Sicily, both Planktes insulae, where Odysseus possibly sailed",Scilla,Italy West,15.715,38.259,-750,1,Gr|Ro,0,http://pleiades.stoa.org/places/452436,http://imperium.ahlfeldt.se/places/34443,https://www.trismegistos.org/place/61083,https://topostext.org/place/383157LSky
1059,Kainys ,"Punta Pezzo, near Villa San Giovanni",Italy West,15.6354,38.2322,-550,1,Gr|Ro,1,http://pleiades.stoa.org/places/452349,http://imperium.ahlfeldt.se/places/34442,https://www.trismegistos.org/place/41938,https://topostext.org/place/382156UCol
1060,Ad Columnam ,Villa San Giovanni,Italy West,15.6318,38.2193,-30,1,Ro,0,http://pleiades.stoa.org/places/452250,http://imperium.ahlfeldt.se/places/23161,,
1061,"Rhegium, Rhegion","Rhege, Reggio di Calabria",Italy West,15.634658,38.109425,-740,1,Gr|Ro,1,http://pleiades.stoa.org/places/452416,http://imperium.ahlfeldt.se/places/16556,https://www.trismegistos.org/place/2048,https://topostext.org/place/381156PRhe
1062,"Leucopetra, Petra, Bruttium Prom.",Punta di Pellaro,Italy West,15.632315,38.006879,,0,Ro,0,http://pleiades.stoa.org/places/452366,http://imperium.ahlfeldt.se/places/41568,https://www.trismegistos.org/place/33080,https://topostext.org/place/380156ULeu
1063,Decastadium? On R Halex,"Melito di Porto Salvo, on R Melito",Italy West,15.792908,37.912551,-30,1,Ro,0,http://pleiades.stoa.org/places/452320,http://imperium.ahlfeldt.se/places/30454,https://www.trismegistos.org/place/40517,https://topostext.org/place/379158UDec
1064,Scyle ,Bova Marina,Italy West,15.92,37.928,-330,1,Ro,0,http://pleiades.stoa.org/places/452435,http://imperium.ahlfeldt.se/places/23184,https://www.trismegistos.org/place/41126,
1065,Hipporum ,near Galati,Italy West,16.070617,37.926494,-30,1,Ro,0,http://pleiades.stoa.org/places/452338,http://imperium.ahlfeldt.se/places/36307,,
1066,"Zephyrion Akra, Zephyrium Prom., Zeffiro","Capo Bruzzano, near Africo",Italy West,16.14614,38.039445,,0,Ro,0,http://pleiades.stoa.org/places/452495,http://imperium.ahlfeldt.se/places/41759,,
1067,,Roman villa Palazzi di Casignana ,Italy West,16.158269,38.11782,-30,1,Ro,1,http://pleiades.stoa.org/places/452397,http://imperium.ahlfeldt.se/places/41760,,
1068,Altanum? ,Bovalino Marina,Italy West,16.177826,38.141495,-550,1,Gr|Ro,0,http://pleiades.stoa.org/places/452259,http://imperium.ahlfeldt.se/places/30428,,
1069,"Lokroi Epizephyrioi, Locri Epizefiri, Locres ",Locri,Italy West,16.2368,38.2077,-750,1,Gr|Ro,2,http://pleiades.stoa.org/places/452369,http://imperium.ahlfeldt.se/places/16737,https://www.trismegistos.org/place/33081,https://topostext.org/place/382162PLoc
1070,Subsicivo? ,Roman villa Nanilio near Marina di Gioiosa Ionica,Italy West,16.333741,38.293092,-30,1,Ro,1,http://pleiades.stoa.org/places/452456,http://imperium.ahlfeldt.se/places/36310,,
1071,"Amphissa, Santo Onofrio ",near Roccella Ionica,Italy West,16.413143,38.318166,-750,1,Gr|Ro,0,http://pleiades.stoa.org/places/452431,http://imperium.ahlfeldt.se/places/30485,,
1072,"Kaulonia, Caulonia, Aulonia, Stilida","Punta Stilo, at Monasterace Marina",Italy West,16.5787,38.4454,-750,1,Gr|Ro,1,http://pleiades.stoa.org/places/452352,http://imperium.ahlfeldt.se/places/23185,https://www.trismegistos.org/place/38435,https://topostext.org/place/384166PKau
1073,Cocinto?,"on R Assi, near Monasterace",Italy West,16.5843,38.4573,-30,1,Ro,0,http://pleiades.stoa.org/places/452305,http://imperium.ahlfeldt.se/places/36306,,
1074,Vivarium ,"Copanello, near Stalettì",Italy West,16.56218,38.75726,300,0,Ro,0,http://pleiades.stoa.org/places/452492,http://imperium.ahlfeldt.se/places/30498,https://www.trismegistos.org/place/33091,
1075,"Scylletium, Scolacium ","Roccelletta, near Borgia",Italy West,16.5952,38.8076,-550,1,Gr|Ro,0,http://pleiades.stoa.org/places/452439,http://imperium.ahlfeldt.se/places/16738,https://www.trismegistos.org/place/33090,https://topostext.org/place/388166UScy
1076,"Castra Hannibalis, Camp of Annibal ",Torre di Catanzaro,Italy West,16.713868,38.85776,-330,1,Ro,1,http://pleiades.stoa.org/places/452293,http://imperium.ahlfeldt.se/places/23186,https://www.trismegistos.org/place/41124,
