port_id,name,modern_name,country_region,longitude,latitude,foundation_year,dated_for_model,culture_flags,infrastructure_count,pleiades,dare,trismegistos,topostext
873,,"Bagni di Agrippa, Roman villa and Neolithic settlements near Cala Giovanna and La Scola islet, on the isle of Pianosa",Italy West,10.09386,42.59297,-5000,1,Li|Ro,3,,http://imperium.ahlfeldt.se/places/42325,,
874,,"Stronzolo di Orlando, near Cala del Bruciato, on the isle of Pianosa",Italy West,10.094162,42.570995,,0,Li|Ro,0,,,,
875,"Traianos Limen, Cape Troia","Cala del Barbiere, near Punta Ala, in front of the isle of Elba",Italy West,10.748622,42.80944,,0,Ro,0,http://pleiades.stoa.org/places/409238,,,
876,Salebro,"Roman villa at Paduline, Castiglione della Pescaia, on R Bruna",Italy West,10.8868,42.765,-30,1,Ro,1,http://pleiades.stoa.org/places/403269,http://imperium.ahlfeldt.se/places/45375,https://www.trismegistos.org/place/32134,https://topostext.org/place/429110UVet
876.1,"Vetulonium, Etruscan Vatluna? on Lacus Prilius, Lacu Aprile","Vetulonia, now inland, on R Bruna",Italy West,11.0082,42.877,,0,Ro,0,,,,
877,Port of Rusellae? on R Umbronis,"Spolverino, on R Ombrone",Italy West,11.0706,42.6886,,0,Ro,0,http://pleiades.stoa.org/places/403285,,,
878,,"Roman villa Le Terme, Santa Francesca di Talamone",Italy West,11.13614,42.56418,-30,1,Ro,1,http://pleiades.stoa.org/places/413331,http://imperium.ahlfeldt.se/places/23142,,
879,"Portus Telamonis, Telamon, Etruscan Tlamu","Port of Talamone, near Talamonaccio on R Osa",Italy West,11.158,42.559,,0,Ro,1,http://pleiades.stoa.org/places/403280,http://imperium.ahlfeldt.se/places/23141,https://www.trismegistos.org/place/32041,https://topostext.org/place/426112STal
880,R Alminia,"Roman villa at Albinia, near the end of Giannella tombolo, on R Albegna",Italy West,11.20724,42.49566,-30,1,Ro,1,http://pleiades.stoa.org/places/413006,http://imperium.ahlfeldt.se/places/42279,,
880.1,,"Punta degli Stretti, near Canale di Nassa through Giannella tombolo",Italy West,11.173,42.431,-1000,1,Li|Ro,0,,,,
881,"Domitiana positio, Portus Domitianus ","Roman villa at Santa Liberata, on the peninsula of Argentario",Italy West,11.152682,42.436562,-30,1,Ro,6,http://pleiades.stoa.org/places/403272,http://imperium.ahlfeldt.se/places/25851,,
882,Incitaria?,"Porto San Stefano, on the peninsula of Argentario",Italy West,11.1166,42.4396,-30,1,Ro,0,http://pleiades.stoa.org/places/403223,http://imperium.ahlfeldt.se/places/33585,,
883,"Aegilium, Igilium insula","Campese, on the isle of Giglio",Italy West,10.8812,42.3684,,0,Ro,2,http://pleiades.stoa.org/places/403221,http://imperium.ahlfeldt.se/places/41260,https://www.trismegistos.org/place/45372,
884,Igilium,"Porto, with Roman mole under the modern breakwater, Neolithic settlement, on the isle of Giglio",Italy West,10.9218,42.3601,,0,Li|Ro,4,http://pleiades.stoa.org/places/403220,http://imperium.ahlfeldt.se/places/33584,,
884.1,,"Bagno del Saraceno, Roman villa on the isle of Giglio",Italy West,10.922725,42.3593,-330,1,Ro,3,https://pleiades.stoa.org/places/408457,,,
885,Oglasa insula,"Isle of Montecristo, with Neolithic settlement",Italy West,10.309211,42.331958,-5000,1,Li|Ro,0,http://pleiades.stoa.org/places/403247,http://imperium.ahlfeldt.se/places/41292,,
886,"Portu Herculis, Port of Hercules","Porto Ercole, on the peninsula of Argentario",Italy West,11.2086,42.3912,-330,1,Ro,0,http://pleiades.stoa.org/places/403260,http://imperium.ahlfeldt.se/places/23143,,
887,Etruscan port of Vulci,"Orbetello, on Orbetello peninsula inside the Orbetello lagoon",Italy West,11.2072,42.4335,,0,Ro,0,http://pleiades.stoa.org/places/403248,http://imperium.ahlfeldt.se/places/17936,https://www.trismegistos.org/place/32050,
888,,"Roman villa at La Madonnella, Orbetello",Italy West,11.242,42.4459,-30,1,Ro,1,,,,
888.1,,"Roman villa of Portus Feniglius, on Duna Feniglia tombolo, near Taglio di Ansedonia canal",Italy West,11.2774,42.4201,-1000,1,Ro,1,,,,
889,"Artemisia, Dianium insula","Cala degli Spalmatoio, on the isle of Giannutri",Italy West,11.103834,42.253963,-30,1,Li|Ro,3,http://pleiades.stoa.org/places/403182,http://imperium.ahlfeldt.se/places/25132,https://www.trismegistos.org/place/47102,https://topostext.org/place/423111IDia
890,"Villa Domitia, on Artemisia, Dianium insula","Cala Maestra, with Roman villa at Punta Scaletta, on the isle of Giannutri",Italy West,11.096265,42.25423,-30,1,Li|Ro,2,http://pleiades.stoa.org/places/403192,http://imperium.ahlfeldt.se/places/25133,,
891,"Cosa, Cossae, Portus Herculis Cosanus, Etruscan Cusi, Cuthi","Ansedonia, with Roman villas at Tagliata & Torre San Biagio",Italy West,11.293827,42.40709,-330,1,Ro,10,http://pleiades.stoa.org/places/413107,http://imperium.ahlfeldt.se/places/21588,https://www.trismegistos.org/place/32049,https://topostext.org/place/424113UCos
891.1,,Lago di Burano,Italy West,11.38,42.4,-30,1,Ro,0,,,,
892,"R Arnine, Armenta, port of Vulci, Etruscan Velch, Velx",Roman villa Tombolo Palombaro at Montalto Marina on R Fiora,Italy West,11.5856,42.3251,-30,1,Ro,1,http://pleiades.stoa.org/places/413029,,,
893,"Regis, Regae ","Roman villa Pian delle Murelle, near Montalto",Italy West,11.6041,42.3122,-750,1,Gr|Ro,1,http://pleiades.stoa.org/places/413284,http://imperium.ahlfeldt.se/places/26616,,
894,Quintiana,"Casale di Cazzanello, near Riva dei Tarquini",Italy West,11.6518,42.2824,-30,1,Ro,2,http://pleiades.stoa.org/places/413278,http://imperium.ahlfeldt.se/places/26615,,
895,"Martanum, Maltano, Etruscan port","Roman villa Pian di Spille, near R Marta at Voltone",Italy West,11.6783,42.2493,-30,1,Ro,4,http://pleiades.stoa.org/places/413194,http://imperium.ahlfeldt.se/places/33604,,
896,"Graviscae, port of Tarquinia, Etruscan Tarchuna, Tarchna, possible first settlement of Etruscan people",Porto Clementino,Italy West,11.7066,42.2144,-750,1,Gr|Ro,3,http://pleiades.stoa.org/places/413157,http://imperium.ahlfeldt.se/places/21336,https://www.trismegistos.org/place/32081,https://topostext.org/place/422117UGra
897,Rapinium,"Roman villa at Bagni di San Agostino, near R Mignone",Italy West,11.737,42.167,-30,1,Ro,1,http://pleiades.stoa.org/places/413282,http://imperium.ahlfeldt.se/places/26614,,
897.1,,Roman villa at Torre San Agostino,Italy West,11.74,42.148,50,0,Ro,1,,,,
898,"Algae, Etruscan port",Torre Valdaliga,Italy West,11.75841,42.12394,-30,1,Ro,2,http://pleiades.stoa.org/places/413008,http://imperium.ahlfeldt.se/places/26613,https://www.trismegistos.org/place/52003,
899,,La Mattonara,Italy West,11.76828,42.1164,,0,Ro,2,,,,
899.1,,"Roman villa at Punta San Paolo, inside modern port area",Italy West,11.78,42.106,-30,1,Ro,2,,,,
900,"Centumcellae, Palace of the Hundred Chambres. It is the translator of Pliny the Younger who calls it like this, but the « hundred chambres » could also mean the numerous caves in this area, rather than a palace","Darsena Romana in the port of Civitavecchia, and its Torre del Lazzaretto and its Torre del Bicchiere",Italy West,11.787807,42.095064,107,0,Ro,5,http://pleiades.stoa.org/places/413076,http://imperium.ahlfeldt.se/places/16706,https://www.trismegistos.org/place/32032,https://topostext.org/place/421118UCCe
901,,Roman villa at Punta del Pecoraro,Italy West,11.803,42.074,-30,1,Ro,2,,,,
902,,Roman villa at Punta della Vipera,Italy West,11.81967,42.0487,-30,1,Ro,3,,,,
902.1,,Etruscan temple at Punta della Vipera,Italy West,11.8243,42.0446,-500,1,Ro,1,,,,
903,"Castrum Novum (port of Caere, Coere, Agylla), Etruscan port","Roman villa Casale Alibrandi, Torre Chiaruccia, west of Cape Linaro, at outlet of R Guardiole",Italy West,11.8305,42.0383,-287,1,Ro,4,http://pleiades.stoa.org/places/432772,http://imperium.ahlfeldt.se/places/21309,https://www.trismegistos.org/place/32045,https://topostext.org/place/420118UCNo
904,Panapione,Santa Marinella,Italy West,11.8544,42.0343,,0,Ro,0,http://pleiades.stoa.org/places/433010,http://imperium.ahlfeldt.se/places/17935,https://www.trismegistos.org/place/32019,https://topostext.org/place/420119UPan
904.1,Punicum ,"Castello Odescalchi at Santa Marinella, with Roman villa & fish tank 600 m west",Italy West,11.8715,42.035,-330,1,Ro,3,http://pleiades.stoa.org/places/433010,http://imperium.ahlfeldt.se/places/17935,https://www.trismegistos.org/place/32019,https://topostext.org/place/420119UPan
905,,"Roman villa Le Grottacce, Santa Marinella East",Italy West,11.903,42.0398,-30,1,Ro,4,http://pleiades.stoa.org/places/432867,http://imperium.ahlfeldt.se/places/35107,,
905.1,,Roman villa I Grottini,Italy West,11.9354,42.0288,-30,1,Ro,1,,,,
906,"Pyrgoi, Pyrgi (also called The Towers), port of Agylle, Caere, Etruscan Chaire, Caisra, Cisra","Castello Santa Severa, canal-port, at outlet of R Caolino",Italy West,11.9565,42.0152,-750,1,Gr|Ro,5,http://pleiades.stoa.org/places/433061,http://imperium.ahlfeldt.se/places/17254,https://www.trismegistos.org/place/38449,https://topostext.org/place/410120UPyr
906.1,"Pyrgoi, Pyrgi (also called The Towers), port of Agylle, Caere, Etruscan Chaire, Caisra, Cisra","Castello Santa Severa, sanctuary-port, at outlet of R Caolino",Italy West,11.9604,42.015,-750,1,Gr|Ro,2,http://pleiades.stoa.org/places/433061,http://imperium.ahlfeldt.se/places/17254,https://www.trismegistos.org/place/38449,https://topostext.org/place/410120UPyr
906.2,Etruscan submerged structure,Macchiatonda,Italy West,11.977,41.9957,-750,1,Gr|Ro,0,,,,
907,,"Roman villa at Fosso Zembra, Campo di Mare, near Marina di Cerveteri, with large circular fish tank at 400 m NW",Italy West,12.043114,41.964853,200,0,Ro,3,,,,
908,,Roman villa Torre Flavia,Italy West,12.0493,41.9555,-30,1,Ro,3,http://pleiades.stoa.org/places/422953,http://imperium.ahlfeldt.se/places/35785,https://www.trismegistos.org/place/31995,
908.1,,"Roman villa at Piazza degli Nereide, Ladispoli",Italy West,12.081,41.942,30,0,Ro,3,,,,
909,"Alsium, port of Agylla, Caere, Coere, Etruscan Chaire, Caisra","Palo Laziale, with Roman villa",Italy West,12.100837,41.932961,-750,1,Gr|Ro,5,http://pleiades.stoa.org/places/422831,http://imperium.ahlfeldt.se/places/17253,https://www.trismegistos.org/place/32028,https://topostext.org/place/419121UAls
910,,Roman villa at Marina di San Nicola ,Italy West,12.1253,41.9271,-330,1,Ro,2,http://pleiades.stoa.org/places/422970,http://imperium.ahlfeldt.se/places/35791,,
911,,Roman villa at Torre di Palidoro ,Italy West,12.1424,41.9128,-330,1,Ro,1,http://pleiades.stoa.org/places/423098,http://imperium.ahlfeldt.se/places/35812,,
912,"Fregenae, Etruscan Ficrine",Fregene,Italy West,12.18341,41.853058,-330,1,Ro,0,http://pleiades.stoa.org/places/422930,http://imperium.ahlfeldt.se/places/21587,https://www.trismegistos.org/place/40774,https://topostext.org/place/419122UFre
913,"Portus Augusti Ostiensis, Portus Claudii, Portus Claudius, Port Claude","Porto di Claudio, ""The Emperor's port at Ostia"", near the airport of Fiumicino",Italy West,12.248161,41.779696,46,0,Ro,5,http://pleiades.stoa.org/places/423012,http://imperium.ahlfeldt.se/places/16710,https://www.trismegistos.org/place/30631,
914,"Portus Trajani, Portus Trajanus","Porto di Traiano, near the airport of Fiumicino. The harbour basin is on the Sforza property and its water level was raised 3 m in the early 20th century, this hides and protects all ancient structures, except warehouses",Italy West,12.262604,41.779943,103,0,Ro,7,http://pleiades.stoa.org/places/423012,http://imperium.ahlfeldt.se/places/16710,https://www.trismegistos.org/place/30631,https://topostext.org/place/418123HPor
915,Tyrrhene ancient lighthouse of Portus Claudius,supposed location of the ancient lighthouse of Portus Claudius,Italy West,12.2346,41.7765,46,0,Ro,1,,,,
916,"Ostia, port of Rome","Ostia, with probable lighthouse at Tor Boacciana. It may be noted that Dionysius is more positive on the use of this port than Strabo, although they both lived in the same period",Italy West,12.279848,41.75343,-640,1,Gr|Ro,7,http://pleiades.stoa.org/places/422995,http://imperium.ahlfeldt.se/places/15960,https://www.trismegistos.org/place/2988,https://topostext.org/place/418123UOst
917,Ostia,"Ostia river port in ancient Tiber meander ""Fiume Morto""",Italy West,12.290905,41.75752,-750,1,Gr|Ro,0,http://pleiades.stoa.org/places/422995,http://imperium.ahlfeldt.se/places/15960,https://www.trismegistos.org/place/2988,https://topostext.org/place/418123UOst
918,Ostia,"Ostia, molo repubblicano",Italy West,12.298925,41.764802,,0,Ro,1,,,,
919,,"Stella-Buoi, Stalla Buoi, at the outlet of the Canale Romano on R Tiber, immediately east of Portus Trajanus",Italy West,12.279485,41.781193,,0,Ro,0,,,,
920,,"Quartaccio, at Ponte Galeria",Italy West,12.335019,41.7956,,0,Ro,0,,,,
921,Ficana,"Monti di San Paolo, near Acilia",Italy West,12.35306,41.80187,-750,1,Gr|Ro,0,http://pleiades.stoa.org/places/422921,http://imperium.ahlfeldt.se/places/26608,https://www.trismegistos.org/place/32277,https://topostext.org/place/418123UFic
922,Portus Vicus Alexandri,"Santa Passera, on left bank of R Tiber, south of Rome",Italy West,12.471443,41.847394,-330,1,Ro,1,http://pleiades.stoa.org/places/423120,http://imperium.ahlfeldt.se/places/29118,,
923,,"Santa Passera, on right bank of R Tiber",Italy West,12.460841,41.856437,,0,Ro,1,http://pleiades.stoa.org/places/423051,,,
924,,"on left bank of R Tiber, at Ponte Marconi",Italy West,12.471271,41.85995,,0,Ro,1,,,,
925,,"Pietra Papa, on right bank of R Tiber",Italy West,12.47534,41.86483,,0,Ro,1,http://pleiades.stoa.org/places/423000,,,
926,,"Ponte Testaccio, archaïc Mattatoio, on right bank of R Tiber; Note the ancient port area spanned ca. 2 km from Ponte Testaccio to Ponte Cestius-Fabricius",Italy West,12.470699,41.874705,,0,Ro,1,,,,
926.1,"Pons Probi, Pons Novus, Pons Marmoreus Theodosii","On right bank of R Tiber at bridge of Probus, now destroyed, on Aurelian Wall & in front of Porta Portuensis",Italy West,12.4712,41.88,100,0,Ro,2,https://pleiades.stoa.org/places/490093260,,,
927,"Horrea Galbae, Horrea Lollianae, Horrea Seianae, Emporium and Porticus Aemilia","Porticus Aemilia & emporium on left bank of R Tiber at Marmorata, south of Ponte Sublico. Tucci claims it could be shipsheds",Italy West,12.47459,41.88244,100,0,Ro,5,,,,
928,"Transtiberim, Trastevere","Porto di Ripa Grande, on right bank of R Tiber between Ponte Sublico and Porta Portese",Italy West,12.474048,41.883078,,0,Ro,0,,,,
929,Salinae,at toe of Aventino hill,Italy West,12.47953,41.886246,,0,Ro,1,,,,
930,"Portus Tiberinus, near Pons Aemilius, oldest archaic port of Rome, close to Foro Romano and Horrea Agrippiana","Foro Boario, on left bank of R Tiber near Ponte Rotto and isle of Tiberina",Italy West,12.4809,41.8892,-753,1,Ro,3,,,,
930.1,,"Ponte Cestio, on right bank of R Tiber",Italy West,12.4777,41.8896,,0,Ro,2,,,,
931,"Ponte Aelius, no far from the wine market Ad Ciconias nixas, near Campus Martius, with ""cranes looking like storks""","Between Ponte Sant'Angelo and Ponte Umberto I, on left bank of R Tiber",Italy West,12.4688,41.9015,,0,Ro,4,http://pleiades.stoa.org/places/423025,http://imperium.ahlfeldt.se/places/1438,https://www.trismegistos.org/place/2058,https://topostext.org/place/419125PRom
931.1,,"Ripetta, on left bank of R Tiber",Italy West,12.4748,41.9058,30,0,Ro,1,,,,
932,,Roman villa di Procoio at Pianabella,Italy West,12.3125,41.7446,-30,1,Ro,1,,,,
932.1,,Roman villa di Plinio at Palombara,Italy West,12.3468,41.7111,-30,1,Ro,1,http://pleiades.stoa.org/places/423004,http://imperium.ahlfeldt.se/places/21338,,
932.2,Vicus Augustanus Laurentium,Grotta di Piastra,Italy West,12.3596,41.7033,,0,Ro,0,,,,
933,,Roman villa Magna Grotte di Piastra,Italy West,12.3637,41.7004,-30,1,Ro,1,http://pleiades.stoa.org/places/426625,http://imperium.ahlfeldt.se/places/26605,,
934,"Praetorium de Laurentum, Laureta, Loreta","Tor Paterno, inside Riserva statale Tenuta di Castelporziano",Italy West,12.3915,41.6809,-30,1,Ro,0,http://pleiades.stoa.org/places/423121,http://imperium.ahlfeldt.se/places/21337,https://www.trismegistos.org/place/32590,https://topostext.org/place/417123ULau
934.1,,"Roman villa del Discobolo, Pantan di Lauro",Italy West,12.3984,41.6735,-30,1,Ro,1,,,,
935,Troia?,"Roman villa at Torvaianica, at outlet of Fosso Pratica",Italy West,12.4685,41.6137,-550,1,Gr|Ro,1,http://pleiades.stoa.org/places/423107,http://imperium.ahlfeldt.se/places/26602,,
936,,Roman villa La Madonnella at Torvaianica,Italy West,12.4732,41.61634,-30,1,Ro,1,,http://imperium.ahlfeldt.se/places/40461,,
937,,Roman villa at Centro Regina,Italy West,12.4988,41.5912,-30,1,Ro,1,http://pleiades.stoa.org/places/426626,http://imperium.ahlfeldt.se/places/35103,,
938,Castrum Inui,"Tor San Lorenzo, at Porto Rutulo",Italy West,12.5113,41.5803,-750,1,Gr|Ro,0,http://pleiades.stoa.org/places/438710,http://imperium.ahlfeldt.se/places/41381,https://www.trismegistos.org/place/61099,https://topostext.org/place/416125UCaI
939,Lacus Nemorensis (Caligula's Naumachies),"Lago di Nemi, with many Roman villas",Italy West,12.7,41.70552,-30,1,Ro,2,http://pleiades.stoa.org/places/422984,,https://www.trismegistos.org/place/32329,
940,Lacus Albanus (Caligula's Naumachies),"Lago Albano, with many Roman villas",Italy West,12.668608,41.745241,-30,1,Ro,1,http://pleiades.stoa.org/places/422825,,https://www.trismegistos.org/place/32364,https://topostext.org/place/418127WAlb
941,Lacus Fucinus (Claudius' Naumachies),"Lake Fucin, now dried out in the valley of Avezzano",Italy West,13.54638,41.993758,,0,Ro,0,http://pleiades.stoa.org/places/432853,,,
942,,Roman villa at Tor Caldara ,Italy West,12.5869,41.4859,-30,1,Ro,1,http://pleiades.stoa.org/places/423095,http://imperium.ahlfeldt.se/places/26601,,
943,"Antium, Nero's port, Etruscan Anth? Caenon?","Anzio, with Nero's Roman villa and several others",Italy West,12.628393,41.442702,-750,1,Gr|Ro,2,http://pleiades.stoa.org/places/422837,http://imperium.ahlfeldt.se/places/16711,https://www.trismegistos.org/place/32374,https://topostext.org/place/415126UAnt
944,,Castello di San Gallo at Nettuno,Italy West,12.65254,41.45554,-30,1,Ro,2,http://pleiades.stoa.org/places/422985,http://imperium.ahlfeldt.se/places/26600,,
945,,Castello di San Gallo at Nettuno,Italy West,12.65607,41.45583,-30,1,Ro,2,http://pleiades.stoa.org/places/422985,http://imperium.ahlfeldt.se/places/26600,,
946,Caenon?,"Castello di San Gallo at Nettuno, on R Loricina",Italy West,12.66064,41.45612,-30,1,Ro,4,http://pleiades.stoa.org/places/422985,http://imperium.ahlfeldt.se/places/26600,,
946.1,,Roman villa Le Grottacce,Italy West,12.7299,41.4315,-30,1,Ro,1,,,,
946.2,,Roman villa La Chiesola,Italy West,12.7382,41.4253,30,0,Ro,1,,,,
947,,Roman villa La Saracca,Italy West,12.745244,41.420781,30,0,Ro,3,,,,
948,,Roman villa La Banca,Italy West,12.749332,41.417172,30,0,Ro,3,,,,
949,"Astura, Storas, on R Astura","Torre Astura,  on R Astura",Italy West,12.767198,41.407351,-330,1,Ro,5,http://pleiades.stoa.org/places/432703,http://imperium.ahlfeldt.se/places/22569,https://www.trismegistos.org/place/32331,https://topostext.org/place/414128UAst
950,Clostra Romana ,"Lago di Fogliano, near Latina",Italy West,12.868416,41.401924,-30,1,Ro,0,http://pleiades.stoa.org/places/432788,http://imperium.ahlfeldt.se/places/23147,https://www.trismegistos.org/place/32443,
951,Ad Turres Albas ,near Lago dei Monaci,Italy West,12.91288,41.375768,-330,1,Ro,0,http://pleiades.stoa.org/places/432644,http://imperium.ahlfeldt.se/places/23148,,
952,,"Roman villa at Palazzo di Domiziano, near Sabaudia",Italy West,13.0396,41.2684,-30,1,Ro,3,http://pleiades.stoa.org/places/432895,http://imperium.ahlfeldt.se/places/35108,,
953,"Port of Circei, Circe, Eea, Aeaea, Aiaia, Aia insula?, possible stopover for Odysseus","Inside Lago di Paola, several Roman villas incl. Piscina di Lucullo, with access via canal and breakwaters",Italy West,13.04425,41.253072,-330,1,My|Ro,7,http://pleiades.stoa.org/places/432783,http://imperium.ahlfeldt.se/places/22392,https://www.trismegistos.org/place/41839,
954,"Circei, Circaeum Prom., Kirkaion, outlet of Nero's Fossa Augusta","Cape Circeo, with several Roman villas, with canal outlet on R Torto",Italy West,13.1052,41.2405,-550,1,Gr|Ro,1,http://pleiades.stoa.org/places/432782,http://imperium.ahlfeldt.se/places/22391,,https://topostext.org/place/412131LKir
955,"Terracina, Tarracina, Anxur, Etruscan Tarchna, Tarkina","Terracina, with several Roman villas",Italy West,13.2545,41.286,-500,1,Gr|Ro,5,http://pleiades.stoa.org/places/433143,http://imperium.ahlfeldt.se/places/16712,https://www.trismegistos.org/place/32551,https://topostext.org/place/413133SJAn
956,Fundi,"Fondi, with possible connections to the sea via Lago di Fondi and Canale Canneto and Cannale Sant’Anastasia",Italy West,13.42926,41.35738,-330,1,Ro,0,http://pleiades.stoa.org/places/432855,http://imperium.ahlfeldt.se/places/16713,https://www.trismegistos.org/place/23508,https://topostext.org/place/414134UFun
957,Pontia insula,"Porto di Ponza, with Roman villa Grotta di Pilato, Punta della Madonna, on the isle of Ponza",Italy West,12.964786,40.894781,-750,1,Li|Gr|Ro,4,http://pleiades.stoa.org/places/433041,http://imperium.ahlfeldt.se/places/29154,https://www.trismegistos.org/place/38447,https://topostext.org/place/409130IPon
957.1,Sinonia insula,"Isola Zannone, with fish tank",Italy West,13.04886,40.9655,,0,Ro,2,https://pleiades.stoa.org/places/433121,http://imperium.ahlfeldt.se/places/41269,,
958,Pandataria insula,"Roman villa Giulia at Punta Eolo, on the isle of Ventotene",Italy West,13.433896,40.797822,-30,1,Ro,4,http://pleiades.stoa.org/places/433011,http://imperium.ahlfeldt.se/places/41267,https://www.trismegistos.org/place/43877,https://topostext.org/place/408134IPan
958.1,Pandataria insula,"Roman villa Polveriera at Porto Vecchio, on the isle of Ventotene",Italy West,13.434,40.7979,30,0,Li|Ro,5,,,,
958.2,Pandataria insula,"Roman villa with fish tank, on the isle of Ventotene",Italy West,13.4348,40.7968,-30,1,Ro,2,,,,
959,"Aegina, on Pandataria insula","San Stefano, islet near the isle of Ventotene",Italy West,13.454465,40.789044,,0,Ro,0,http://pleiades.stoa.org/places/433011,http://imperium.ahlfeldt.se/places/41267,https://www.trismegistos.org/place/43877,
960,Speluncae ,"Sperlonga, Torre Truglia",Italy West,13.432844,41.253212,-30,1,Ro,1,http://pleiades.stoa.org/places/433127,http://imperium.ahlfeldt.se/places/22964,https://www.trismegistos.org/place/32362,https://topostext.org/place/413134USpe
961,Villa Tiberii ,"Roman villa Grotta di Tiberio, with fresh-water fish tank",Italy West,13.449773,41.250255,-30,1,Ro,6,http://pleiades.stoa.org/places/433204,http://imperium.ahlfeldt.se/places/22393,,
961.1,,Roman villa behind Bazzano beach,Italy West,13.4547,41.249,-100,1,Ro,2,,,,
961.2,,"Roman villa San Agostino, Pian delle Salce",Italy West,13.4879,41.235,-70,1,Ro,2,,,,
961.3,,"Roman villa San Vito, Monte a Mare, Albergo Ninfeo",Italy West,13.512,41.224,-100,1,Ro,2,,,,
962,"Caiete, Caieta, Caeatas, Aeete, Etruscan Caithi","Gaeta, Gaète",Italy West,13.586,41.211,-330,1,Ro,0,http://pleiades.stoa.org/places/432734,http://imperium.ahlfeldt.se/places/21326,https://www.trismegistos.org/place/10415,https://topostext.org/place/412135UCai
962.1,,"Spiaggia di Fontania, with Roman villa Gneo Fonteo, La Catena, La Nave, and many others on Spiaggia Serapo and around Gaeta",Italy West,13.55314,41.20846,-30,1,Ro,5,,,,
962.2,,Roman villa Arzano,Italy West,13.5705,41.231,-30,1,Ro,1,,,,
962.3,,Roman villa Accetta at Punta Conca,Italy West,13.5753,41.2405,-30,1,Ro,3,,,,
962.4,,"Roman villa Arcela, Villa Irlanda",Italy West,13.591,41.2476,-30,1,Ro,1,,,,
962.5,,Roman villa Vindicio,Italy West,13.5956,41.2485,-30,1,Ro,1,,,,
963,,Roman villa La Caraciolo at Porto di Caposele,Italy West,13.5981,41.25082,-30,1,Ro,4,,,,
963.1,,"Roman villa Rubino, Villa di Cicerone, quay with 250 m BW at 60 m south",Italy West,13.6008,41.2514,30,0,Ro,6,,,,
964,"Formiae, Formies, Hormies ",Roman villa at Marina di Castellone,Italy West,13.6057,41.253,-330,1,Ro,3,http://pleiades.stoa.org/places/432839,http://imperium.ahlfeldt.se/places/16716,https://www.trismegistos.org/place/32462,https://topostext.org/place/413136UFor
965,"Formiae, Formies, Hormies ","Formia, Roman villa Sarinola",Italy West,13.608778,41.255461,-30,1,Ro,3,http://pleiades.stoa.org/places/432839,http://imperium.ahlfeldt.se/places/16716,https://www.trismegistos.org/place/32462,https://topostext.org/place/413136UFor
965.1,"Formiae, Formies, Hormies ","Formia, Roman villa Caposelice under Mercato Largo Paone",Italy West,13.6116,41.2578,-30,1,Ro,3,http://pleiades.stoa.org/places/432839,http://imperium.ahlfeldt.se/places/16716,https://www.trismegistos.org/place/32462,https://topostext.org/place/413136UFor
966,,"Roman villa Mamurra, with fish tank at Porticciolo Romano, Torre Gianola",Italy West,13.675,41.2479,-330,1,Ro,4,http://pleiades.stoa.org/places/432863,http://imperium.ahlfeldt.se/places/22276,,
967,Pyrae?,Roman villa at Scauri ,Italy West,13.703677,41.250662,-330,1,Ro,1,http://pleiades.stoa.org/places/433111,http://imperium.ahlfeldt.se/places/35114,,
968,"Minturnae, on via Appia, with Pons Tirenus bridge on R Liris",Minturno on R Garigliano,Italy West,13.7709,41.241,-296,1,Ro,0,http://pleiades.stoa.org/places/432940,http://imperium.ahlfeldt.se/places/16714,https://www.trismegistos.org/place/14433,https://topostext.org/place/412138UMin
968.1,"Marica temple, sea-port of Minturnae",Outlet of R Garigliano,Italy West,13.7645,41.2265,-700,1,Gr|Ro,0,https://pleiades.stoa.org/places/432925,,,
969,,Roman villa San Limato ,Italy West,13.8408,41.15847,-330,1,Ro,1,http://pleiades.stoa.org/places/433159,http://imperium.ahlfeldt.se/places/35115,,
970,"Sinuessa, Sinuesa, Sinope","Baia Azzurra Levagnole, near Mondragone",Italy West,13.85,41.14944,-550,1,Gr|Ro,0,http://pleiades.stoa.org/places/433122,http://imperium.ahlfeldt.se/places/21310,https://www.trismegistos.org/place/32437,https://topostext.org/place/411139USin
971,,"Roman villa at Treppete, near Mondragone",Italy West,13.86509,41.12983,-30,1,Ro,1,http://pleiades.stoa.org/places/433165,http://imperium.ahlfeldt.se/places/35116,,
972,Aquae Sinuessanae & Pagus Sarclanus?,Starza di Mondragone,Italy West,13.9125,41.1228,-330,1,Ro,0,http://pleiades.stoa.org/places/433003,http://imperium.ahlfeldt.se/places/29152,https://www.trismegistos.org/place/42743,
973,"Volturnum, on R Vulturnus","Castel Volturno, on R Volturno",Italy West,13.92,41.0186,-550,1,Gr|Ro,0,http://pleiades.stoa.org/places/433210,http://imperium.ahlfeldt.se/places/23181,https://www.trismegistos.org/place/32591,https://topostext.org/place/410139WVol
974,"Liternum, Linternum, port of the Osci, Oskoi, Osques, Opici, Aurunci, Ausones",Lago di Patria,Italy West,14.029903,40.921334,-330,1,Ro,0,http://pleiades.stoa.org/places/432911,http://imperium.ahlfeldt.se/places/23180,https://www.trismegistos.org/place/32481,https://topostext.org/place/409140ULit
