stamp_id,site,province_label,longitude,latitude,amphora_type,stamp_code,chronology_in_default_model,range_start_year,range_end_year
33025,Padova,Italia,11.883333,45.416667,Dressel 6B,LAEK,1,-50,-1
40133,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,DAMA,1,-125,-25
38126,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,VEHILI,1,-125,-25
41090,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,VEHILIANA,1,-125,-25
37504,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,VISELLI,1,-125,-25
39282,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,APOLLONI,1,-125,-25
40680,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,PILEMO,1,-125,-25
19481,Imperia,Italia,8.05,43.883333,Dressel 2-4 Catalan,CPF,1,-30,-1
36165,Ancona,Italia,13.5,43.633333,Lamboglia 2,CASTRA,1,-125,-25
35937,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,LMARCISATVR,1,-125,-25
33849,Albinia,Italia,11.25,42.5,Dressel 1C,ARS,1,-150,-1
18605,Îles Lavezzi,Corsica et Sardinia,9.254185,41.341096,Dressel 2-4 Catalan,VIC,1,-30,-1
35541,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,SCOPAS,1,-125,-25
41016,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,ANINIANA,1,-125,-25
34621,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,APOLLONID,1,-125,-25
34627,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,APOLLONID,1,-125,-25
35220,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,HERMAISCI,1,-125,-25
40300,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,GLAVCI,1,-125,-25
4756,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,COTHPIX,1,-125,-25
34665,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,APOLLONID,1,-125,-25
35367,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,LVKAON,1,-125,-25
38008,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,PVEBAL,1,-125,-25
28370,Ostia Antica,Italia,12.283333,41.75,Dressel 20,QIA,0,,
37280,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,DEMETRI,1,-125,-25
37239,Marciana,Italia,10.166667,42.783333,Amphora incerta,CPC,0,,
40521,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,MENOPILVS,1,-125,-25
34319,Bolsena,Italia,11.983333,42.65,Amphora incerta,VTHPVLROG,0,,
32754,Padova,Italia,11.883333,45.416667,Dressel 6B,LAEHLAEKB,1,-50,-1
33793,Albinia,Italia,11.25,42.5,Amphora incerta,APEL,0,,
10553,Altino,Italia,12.393333,45.544444,Lamboglia 2,EPICA,1,-125,-25
25814,Ljubljana (Emona),Italia,14.514444,46.055278,Dressel 6B,CALCRISPINILLAE,1,-50,-1
40264,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,HPAIOC,1,-125,-25
4819,Este,Italia,11.65,45.233333,Dressel 6B,HADAVG,1,-50,-1
34689,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,APOLONIDA,1,-125,-25
32634,Oderzo,Italia,12.488056,45.78,Dressel 6B,AMETHYSTI,1,-50,-1
32814,Padova,Italia,11.883333,45.416667,Dressel 6B,FEL,1,-50,-1
34240,Modena,Italia,10.9,44.5,Amphora incerta,LICI,0,,
33855,Albinia,Italia,11.25,42.5,Dressel 1C,ARS,1,-150,-1
37939,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,NMACCIVSLFQ,1,-125,-25
36828,Vicenza,Italia,11.55,45.55,Dressel 6B,FELIXSCR,1,-50,-1
37606,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,LUKAON,1,-125,-25
26487,Ostia Antica,Italia,12.283333,41.75,Dressel 20,CAERARIA,0,,
26185,Porto Torres,Corsica et Sardinia,8.397222,40.835,Africana,TFPI,0,,
35412,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,POLEMON,1,-125,-25
37283,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,DEMETRI,1,-125,-25
29422,Ostia Antica,Italia,12.283333,41.75,Dressel 20,GRA,0,,
25324,Sardegna,Corsica et Sardinia,8.44,39.881944,Tegula,CPROMINVS,0,,
38396,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,ANTIOCOS,1,-125,-25
9659,Padova,Italia,11.883333,45.416667,Amphora incerta,TEBDPARHA,0,,
40233,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,EIKADIO,1,-125,-25
9654,Padova,Italia,11.883333,45.416667,Amphora incerta,PSEPVLLIPF,0,,
23324,Tortona,Italia,8.866667,44.9,Lamboglia 2,MENOMIINO,1,-125,-25
38393,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,ANTIOCOS,1,-125,-25
38155,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,VEHILI,1,-125,-25
3065,Ostia Antica,Italia,12.283333,41.75,Dressel 20,IICCLLM,0,,
4742,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,POSIDONI,1,-125,-25
35858,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,DAZIO,1,-125,-25
26202,Ostia Antica,Italia,12.283333,41.75,Africana 2D Grande,BSCDLEPMI,0,,
36968,Erice,Sicilia,12.583333,38.033333,Amphora incerta,OTA,0,,
33971,Lodi Vecchio,Italia,9.4,45.3,Dressel 6B,CRISPINILI,1,-50,-1
25368,Vercelli,Italia,8.416667,45.316667,Dressel 20,CIB,0,,
40540,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,MENOPILVS,1,-125,-25
40672,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,PILEMO,1,-125,-25
32770,Padova,Italia,11.883333,45.416667,Dressel 6B,L,1,-50,-1
9818,Milano,Italia,9.2,45.466667,Lamboglia 2,SIANDAE,1,-125,-25
34894,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,ARCHELA,1,-125,-25
35373,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,LVKAON,1,-125,-25
34281,Pianoro,Italia,11.333333,44.366667,Amphora incerta,MSERRANI,0,,
9620,Padova,Italia,11.883333,45.416667,Dressel 6A,SEXIVLSEVER,1,-50,-1
35643,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,VISELLI,1,-125,-25
33845,Albinia,Italia,11.25,42.5,Dressel 1C,ARS,1,-150,-1
32702,Oderzo,Italia,12.488056,45.78,Amphora incerta,ATEIO,0,,
41070,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,ANINIANA,1,-125,-25
35261,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,LVCAO,1,-125,-25
32693,Oderzo,Italia,12.488056,45.78,Dressel 6B,ATVS,1,-50,-1
39302,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,APOLLONIMA,1,-125,-25
4655,Este,Italia,11.65,45.233333,Dressel 6A,THB,1,-50,-1
35679,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,VISELLI,1,-125,-25
38362,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,VEHILI,1,-125,-25
25810,Ljubljana (Emona),Italia,14.514444,46.055278,Dressel 6B,HER,1,-50,-1
37768,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,LANINI,1,-125,-25
40378,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,LEONTISCVS,1,-125,-25
34330,Fiesole,Italia,11.283333,43.8,Amphora incerta,EPITAISTONBPOTIDTATAGPITANIOY,0,,
37947,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,QOBVLTRON,1,-125,-25
35466,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,SCOPAS,1,-125,-25
38162,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,VEHILI,1,-125,-25
41069,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,ANINIANA,1,-125,-25
28342,Ostia Antica,Italia,12.283333,41.75,Dressel 20,IICCLLM,0,,
40966,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,ANINIANA,1,-125,-25
40397,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,LEONTISCVS,1,-125,-25
38340,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,VEHILI,1,-125,-25
26149,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,MFA,1,-125,-25
40728,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,PTOLEMAE,1,-125,-25
40159,Taranto,Italia,17.229722,40.476111,Lamboglia 2,APOLONI,1,-125,-25
35693,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,VISELLI,1,-125,-25
35993,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,CNPETROSOSTR,1,-125,-25
40452,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,MENECRATES,1,-125,-25
40972,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,ANINIANA,1,-125,-25
16578,Lipari,Sicilia,14.933333,38.483333,Richborough 527,VB,0,,
36735,Padova,Italia,11.883333,45.416667,Dressel 6B,IALIS,1,-50,-1
40338,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,HERMOGE,1,-125,-25
35642,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,VISELLI,1,-125,-25
25361,Vercelli,Italia,8.416667,45.316667,Dressel 6B,COLONI,1,-50,-1
40964,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,ANINIANA,1,-125,-25
37936,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,NMACCIVSLFQ,1,-125,-25
35998,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,CNPETROSOSTR,1,-125,-25
35842,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,DAZIO,1,-125,-25
18656,Îles Perduto,Corsica et Sardinia,9.305129,41.369872,Dressel 2-4 Catalan,CISSI,1,-30,-1
38310,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,VEHILI,1,-125,-25
40154,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,DAMAS,1,-125,-25
37499,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,VISELLI,1,-125,-25
38294,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,VEHILI,1,-125,-25
34830,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,APOLONI,1,-125,-25
37310,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,EPIGENVS,1,-125,-25
36178,Ancona,Italia,13.5,43.633333,Lamboglia 2,MENOP,1,-125,-25
36783,Vicenza,Italia,11.55,45.55,Dressel 6B,APICI,1,-50,-1
8601,Pisa,Italia,10.383333,43.716667,Dressel 6A,LSALVI,1,-50,-1
13847,Carlino,Italia,13.188056,45.802222,Dressel 6A,LTARVF,1,-50,-1
40388,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,LEONTISCVS,1,-125,-25
9778,Milano,Italia,9.2,45.466667,Lamboglia 2,LTAR,1,-125,-25
38105,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,VEHILI,1,-125,-25
25349,Vercelli,Italia,8.416667,45.316667,Dressel 6A,THB,1,-50,-1
25480,Capalbio,Italia,11.416667,42.45,Dressel 1A,NE,1,-150,-1
41085,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,ANINIANA,1,-125,-25
37321,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,LIBO,1,-125,-25
32637,Oderzo,Italia,12.488056,45.78,Dressel 6B,CLB,1,-50,-1
38354,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,VEHILI,1,-125,-25
26286,Monaco,Italia,7.4252,43.735208,Africana 2A Grande,VIC,0,,
35347,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,LVKAON,1,-125,-25
32678,Oderzo,Italia,12.488056,45.78,Dressel 6B,PQSCAPVLAE,1,-50,-1
29461,Ostia Antica,Italia,12.283333,41.75,Dressel 20,QSP,0,,
34550,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,APELLAE,1,-125,-25
40274,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,HPAIOC,1,-125,-25
40336,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,HERMOGE,1,-125,-25
35185,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,HERMAISCI,1,-125,-25
9647,Padova,Italia,11.883333,45.416667,Amphora incerta,SYNT,0,,
38161,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,VEHILI,1,-125,-25
38168,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,VEHILI,1,-125,-25
4854,Villetelle,Italia,6.883333,44.066667,Gauloise 1,LAET,0,,
40107,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,CTESO,1,-125,-25
29674,Ostia Antica,Italia,12.283333,41.75,Dressel 20,VRS,0,,
38475,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,APELAES,1,-125,-25
25302,Sardegna,Corsica et Sardinia,8.44,39.881944,Amphora incerta,HE,0,,
37679,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,CANINI,1,-125,-25
35177,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,DIOCLEI,1,-125,-25
33886,Albinia,Italia,11.25,42.5,Dressel 1C,DAS,1,-150,-1
13846,Marano Lagunare,Italia,13.169167,45.766389,Lamboglia 2,NICIA,1,-125,-25
36200,Ancona,Italia,13.5,43.633333,Lamboglia 2,F,1,-125,-25
40909,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,TARVLAESVLLAEL,1,-125,-25
25484,Capalbio,Italia,11.416667,42.45,Dolium,FACTCOSAE,0,,
38389,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,ALEXAN,1,-125,-25
20357,Ostia Antica,Italia,12.283333,41.75,Amphora incerta,ES,0,,
41022,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,ANINIANA,1,-125,-25
41009,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,ANINIANA,1,-125,-25
20321,Ostia Antica,Italia,12.283333,41.75,Africana,CI,0,,
40522,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,MENOPILVS,1,-125,-25
38250,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,VEHILI,1,-125,-25
34713,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,APOLONIDA,1,-125,-25
32774,Padova,Italia,11.883333,45.416667,Dressel 6B,VRBA,1,-50,-1
35350,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,LVKAON,1,-125,-25
37358,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,PTOLEMAEI,1,-125,-25
40853,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,SOTERICO,1,-125,-25
40293,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,EVTVCHI,1,-125,-25
20388,Tortona,Italia,8.866667,44.9,Amphora incerta,HDD,0,,
32309,Padova,Italia,11.883333,45.416667,Dressel 6B,FELICIO,1,-50,-1
40532,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,MENOPILVS,1,-125,-25
10509,Altino,Italia,12.393333,45.544444,Dressel ante 6B,PQSCAPVLAE,0,,
34227,Reggio Emilia,Italia,10.616667,44.616667,Amphora incerta,MHERPICEN,0,,
34159,Provincia di Parma,Italia,10.083333,44.7,Amphora incerta,CAERCAEK,0,,
38372,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,VEHILI,1,-125,-25
33024,Padova,Italia,11.883333,45.416667,Dressel 6B,CLAEK,1,-50,-1
20348,Ostia Antica,Italia,12.283333,41.75,Dressel 20,PCHO,0,,
35903,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,LMARCISATVR,1,-125,-25
40778,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,PIILADE,1,-125,-25
38404,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,APEICAE,1,-125,-25
18555,Île Cavallo,Corsica et Sardinia,9.262903,41.368374,Dressel 2-4 Catalan,PTE,1,-30,-1
40643,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,PHILEMONOS,1,-125,-25
33052,Padova,Italia,11.883333,45.416667,Dressel 6B,PAGANI,1,-50,-1
32830,Padova,Italia,11.883333,45.416667,Dressel 6B,VARIPACCI,1,-50,-1
34186,Modena,Italia,10.9,44.5,Amphora incerta,AVCTVSBARF,0,,
9825,Cremona,Italia,10.033333,45.116667,Lamboglia 2,ALI,1,-125,-25
35920,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,LMARCISATVR,1,-125,-25
35061,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,DIOCLES,1,-125,-25
18580,Îles Lavezzi,Corsica et Sardinia,9.254185,41.341096,Dressel 2-4 Catalan,VIC,1,-30,-1
9678,Padova,Italia,11.883333,45.416667,Amphora incerta,ICOST,0,,
40237,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,EIKADIO,1,-125,-25
35365,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,LVKAON,1,-125,-25
35551,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,SCOPAS,1,-125,-25
36976,Trapani,Sicilia,12.483333,38.016667,Amphora incerta,VPIIVS,0,,
36198,Ancona,Italia,13.5,43.633333,Lamboglia 2,GEN,1,-125,-25
10547,Altino,Italia,12.393333,45.544444,Dressel 6A,SAFINIAEPICE,1,-50,-1
38217,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,VEHILI,1,-125,-25
35195,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,HERMAISCI,1,-125,-25
39959,Ostia Antica,Italia,12.283333,41.75,Amphora incerta,MATVRI,0,,
9625,Padova,Italia,11.883333,45.416667,Dressel 6A,SAFPIC,1,-50,-1
28231,Ostia Antica,Italia,12.283333,41.75,Dressel 20,PNN,0,,
25319,Sardegna,Corsica et Sardinia,8.44,39.881944,Dolium,SVBSVB,0,,
7215,Ostia Antica,Italia,12.283333,41.75,Dressel 20,FELICIS,0,,
40696,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,PHILONICAPPVLEI,1,-125,-25
35747,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,VISELLI,1,-125,-25
38151,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,VEHILI,1,-125,-25
37736,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,CANINI,1,-125,-25
34221,Modena,Italia,10.9,44.5,Amphora incerta,THB,0,,
40711,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,POSIDONI,1,-125,-25
38289,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,VEHILI,1,-125,-25
9767,Calvatone,Italia,10.433333,45.116667,Lamboglia 2,GENTIVS,1,-125,-25
32625,Oderzo,Italia,12.488056,45.78,Dressel 6B,FELICIO,1,-50,-1
36839,Vicenza,Italia,11.55,45.55,Dressel 6B,LAEK,1,-50,-1
40824,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,SOTERICSOTERIX,1,-125,-25
38451,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,APELAES,1,-125,-25
36839,Vicenza,Italia,11.55,45.55,Dressel 6B,L,1,-50,-1
33939,Albinia,Italia,11.25,42.5,Dressel 1C,L,1,-150,-1
34205,Grosseto,Italia,11.25,42.833333,Amphora incerta,EXFDECENTI,0,,
35256,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,LVCAO,1,-125,-25
40912,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,TARVLAESVLLAEL,1,-125,-25
37442,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,VISELLI,1,-125,-25
40624,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,PERDICAS,1,-125,-25
32771,Padova,Italia,11.883333,45.416667,Dressel 6B,LAEK,1,-50,-1
25079,Aquileia,Italia,13.368333,45.770278,Lamboglia 2,PERO,1,-125,-25
34355,Malcantone,Italia,11.133333,45.016667,Operculum,CAESARE,0,,
38195,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,VEHILI,1,-125,-25
9807,Milano,Italia,9.2,45.466667,Lamboglia 2,PROTE,1,-125,-25
35391,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,LVKAON,1,-125,-25
41010,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,ANINIANA,1,-125,-25
32812,Padova,Italia,11.883333,45.416667,Dressel 6B,COSTINI,1,-50,-1
34775,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,APOLLONIDES,1,-125,-25
34107,Fermo,Italia,13.716667,43.15,Lamboglia 2,LSALVI,1,-125,-25
25409,Cosa,Italia,12.896389,46.057778,Dressel 1A,ANCORA,1,-150,-1
33030,Padova,Italia,11.883333,45.416667,Dressel 6B,CAEKBAS,1,-50,-1
20288,Ostia Antica,Italia,12.283333,41.75,Amphora incerta,CAVIF,0,,
1782,Ostia Antica,Italia,12.283333,41.75,Dressel 20,CAMILIMELISSI,0,,
34164,Villanova,Italia,11.983333,44.25,Amphora incerta,ALEXA,0,,
35562,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,SCOPA,1,-125,-25
9605,Padova,Italia,11.883333,45.416667,Dressel 6A,LNF,1,-50,-1
40440,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,MENAI,1,-125,-25
35889,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,PAMPVDICOM,1,-125,-25
37913,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,LLVCI,1,-125,-25
36737,Padova,Italia,11.883333,45.416667,Dressel 6B,PIERI,1,-50,-1
38428,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,APELAES,1,-125,-25
40702,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,PHILONICAPPVLEI,1,-125,-25
28523,Ostia Antica,Italia,12.283333,41.75,Dressel 20,OPTATI,0,,
40699,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,PHILONICAPPVLEI,1,-125,-25
35431,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,SCOPAS,1,-125,-25
40763,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,PTOLEMAE,1,-125,-25
40352,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,KEPHALONOSKEFALONOS,1,-125,-25
34649,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,APOLLONID,1,-125,-25
19480,Imperia,Italia,8.05,43.883333,Dressel 2-4 Catalan,RIM,1,-30,-1
4654,Este,Italia,11.65,45.233333,Dressel 6A,THB,1,-50,-1
26480,Ostia Antica,Italia,12.283333,41.75,Dressel 20,FICEP,0,,
37561,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,VISELLI,1,-125,-25
37979,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,LPVBLILI,1,-125,-25
35439,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,SCOPAS,1,-125,-25
34583,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,APELLAE,1,-125,-25
34750,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,APOLONIDA,1,-125,-25
41083,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,ANINIANA,1,-125,-25
28224,Ostia Antica,Italia,12.283333,41.75,Dressel 20,PNN,0,,
28233,Ostia Antica,Italia,12.283333,41.75,Dressel 20,PNN,0,,
33122,Erice,Sicilia,12.583333,38.033333,Greco-Itálica,LVESCEI,1,-400,-100
37277,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,DEMETRI,1,-125,-25
37789,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,APPVLEI,1,-125,-25
28169,Ostia Antica,Italia,12.283333,41.75,Dressel 20,POPVLI,0,,
26467,Ostia Antica,Italia,12.283333,41.75,Dressel 20,CAS,0,,
26358,Cosa,Italia,12.896389,46.057778,Africana 1A pic.,PAS,0,,
35193,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,HERMAISCI,1,-125,-25
35236,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,LIBO,1,-125,-25
38073,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,VEHIL,1,-125,-25
35008,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,DEMETRI,1,-125,-25
40260,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,HPAIOC,1,-125,-25
33737,Sermide,Italia,11.366667,45.0,Amphora incerta,PAPIANI,0,,
35619,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,VISELLI,1,-125,-25
40589,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,NOYMHNIO,1,-125,-25
32772,Padova,Italia,11.883333,45.416667,Dressel 6B,SPERA,1,-50,-1
32587,Oderzo,Italia,12.488056,45.78,Dressel 6A,COSSII,1,-50,-1
39260,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,APLONI,1,-125,-25
20323,Ostia Antica,Italia,12.283333,41.75,Dressel 30 - Keay 1B,EXOIVLIHONORPMCTVB,0,,
37818,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,APPVLEI,1,-125,-25
37847,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,PCLAVDIVSNQ,1,-125,-25
37987,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,MRVDI,1,-125,-25
35540,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,SCOPAS,1,-125,-25
35368,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,LVKAON,1,-125,-25
26223,Ostia Antica,Italia,12.283333,41.75,Africana 2D Grande,HCVINSEC,0,,
36774,Vicenza,Italia,11.55,45.55,Dressel 6A,ILEGIBILE,1,-50,-1
37033,Parenzo (Porec),Italia,13.593889,45.225833,Amphora incerta,AELICRIS,0,,
32891,Padova,Italia,11.883333,45.416667,Dressel 6A,CLODCF,1,-50,-1
33804,Albinia,Italia,11.25,42.5,Amphora incerta,ARME,0,,
35652,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,VISELLI,1,-125,-25
35565,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,SCOPA,1,-125,-25
34595,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,APELLAE,1,-125,-25
38124,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,VEHILI,1,-125,-25
18583,Îles Lavezzi,Corsica et Sardinia,9.254185,41.341096,Dressel 2-4 Catalan,NICI,1,-30,-1
35988,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,CNPETROSOSTR,1,-125,-25
34735,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,APOLONIDA,1,-125,-25
35210,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,HERMAISCI,1,-125,-25
40240,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,EIKADIO,1,-125,-25
4841,Vibo Valentia,Italia,16.1,38.666667,Brindisian amphora,CIVLIBRVNDIS,1,-125,-25
9795,Milano,Italia,9.2,45.466667,Lamboglia 2,MENO,1,-125,-25
40146,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,DAMAS,1,-125,-25
40750,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,PTOLEMAE,1,-125,-25
40511,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,MENECRATES,1,-125,-25
29301,Ostia Antica,Italia,12.283333,41.75,Dressel 20,LFC,0,,
32792,Padova,Italia,11.883333,45.416667,Dressel 6A,A,1,-50,-1
26387,Ljubljana (Emona),Italia,14.514444,46.055278,Dressel 6B,FI,1,-50,-1
37761,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,LANINIVS,1,-125,-25
37429,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,VISELLI,1,-125,-25
37960,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,QOBVLTRON,1,-125,-25
