stamp_id,site,province_label,longitude,latitude,amphora_type,stamp_code,chronology_in_default_model,range_start_year,range_end_year
26294,Nice,Italia,7.25952,43.713644,Africana 1A pic.,PAS,0,,
10524,Altino,Italia,12.393333,45.544444,Dressel 6A,THB,1,-50,-1
34976,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,ARCELAVI,1,-125,-25
36774,Vicenza,Italia,11.55,45.55,Dressel 6A,GALLUS,1,-50,-1
34170,Bologna,Italia,11.333333,44.483333,Amphora incerta,LANINISVRF,0,,
28222,Ostia Antica,Italia,12.283333,41.75,Dressel 20,PNN,0,,
4688,Modena,Italia,10.916667,44.666667,Dressel 6A,CRTE,1,-50,-1
20340,Ostia Antica,Italia,12.283333,41.75,Amphora incerta,V,0,,
33699,Modena,Italia,13.033333,45.833333,Operculum,AVAN,0,,
33051,Padova,Italia,11.883333,45.416667,Dressel 6B,IMPDOM,1,-50,-1
33130,Lilibeo,Sicilia,12.416667,37.8,Dressel 1,GENAIVS,1,-150,-1
32847,Padova,Italia,11.883333,45.416667,Dressel 8,CLANIAVCT,0,,
40081,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,BATON,1,-125,-25
36764,Vicenza,Italia,11.55,45.55,Dressel 6A,MHEPICEN,1,-50,-1
33961,Bologna,Italia,11.433333,44.466667,Dressel 6A,NIMAR,1,-50,-1
18580,Îles Lavezzi,Corsica et Sardinia,9.254185,41.341096,Dressel 2-4 Catalan,ALEX,1,-30,-1
32790,Padova,Italia,11.883333,45.416667,Lamboglia 2,APPOLLO,1,-125,-25
33109,Erice,Sicilia,12.583333,38.033333,Greco-Itálica,NOV,1,-400,-100
35305,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,LVKAON,1,-125,-25
33963,Lodi Vecchio,Italia,9.4,45.3,Dressel 6B,LAEKVIAT,1,-50,-1
37347,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,MENOPHILI,1,-125,-25
37558,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,VISELLI,1,-125,-25
33927,Albinia,Italia,11.25,42.5,Dressel 1C,D,1,-150,-1
33794,Albinia,Italia,11.25,42.5,Greco-Itálica,APOL,1,-400,-100
7220,Ostia Antica,Italia,12.283333,41.75,Dressel 20,VRC,0,,
33676,Rubiera,Italia,10.783333,44.65,Amphora incerta,SOCRATCRAS,0,,
35246,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,LVCAO,1,-125,-25
33056,Pegognaga,Italia,10.85,45.0,Dressel 6B,COS,1,-50,-1
27079,Ostia Antica,Italia,12.283333,41.75,Dressel 20,SAXOFERR,0,,
35509,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,SCOPAS,1,-125,-25
41005,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,ANINIANA,1,-125,-25
34578,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,APELLAE,1,-125,-25
38407,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,APEICAE,1,-125,-25
37326,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,MANISA,1,-125,-25
35843,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,DAZIO,1,-125,-25
34494,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,AENEAS,1,-125,-25
33945,Albinia,Italia,11.25,42.5,Dressel 1C,L,1,-150,-1
39310,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,APOLLON,1,-125,-25
23178,Tortona,Italia,8.866667,44.9,Dressel 6A,ARN,1,-50,-1
38312,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,VEHILI,1,-125,-25
34908,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,ARCHELA,1,-125,-25
34731,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,APOLONIDA,1,-125,-25
38036,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,CVEHILI,1,-125,-25
33757,Piadena,Italia,10.366667,45.133333,Lamboglia 2,MVMETE,1,-125,-25
29364,Ostia Antica,Italia,12.283333,41.75,Dressel 20,GFS,0,,
32290,Padova,Italia,11.883333,45.416667,Dressel 6B,CLAEKB,1,-50,-1
4771,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,PILEMO,1,-125,-25
34685,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,APOLONIDA,1,-125,-25
37289,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,DEMETRI,1,-125,-25
38045,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,CVEHILI,1,-125,-25
20317,Ostia Antica,Italia,12.283333,41.75,Africana,FLP,0,,
32278,Cremona,Italia,10.033333,45.116667,Lamboglia 2,EVNO,1,-125,-25
37953,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,QOBVLTRON,1,-125,-25
40069,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,BATON,1,-125,-25
28381,Ostia Antica,Italia,12.283333,41.75,Dressel 20,LIDFIT,0,,
35624,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,VISELLI,1,-125,-25
37555,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,VISELLI,1,-125,-25
8573,Vallebuona,Italia,9.116667,44.45,Greco-Itálica,PVRG,1,-400,-100
38214,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,VEHILI,1,-125,-25
37746,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,LANINIVS,1,-125,-25
35216,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,HERMAISCI,1,-125,-25
38377,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,VHEILI,1,-125,-25
26157,Taranto,Italia,17.229722,40.476111,Lamboglia 2,OCT,1,-125,-25
37696,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,CANINI,1,-125,-25
34229,Provincia di Parma,Italia,10.083333,44.7,Amphora incerta,MHERPIC,0,,
38249,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,VEHILI,1,-125,-25
38365,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,VEHILI,1,-125,-25
40865,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,CADUCEUS,1,-125,-25
41004,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,ANINIANA,1,-125,-25
34749,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,APOLONIDA,1,-125,-25
25397,Cosa,Italia,12.896389,46.057778,Dressel 1B,PALMA,1,-150,-1
25405,Cosa,Italia,12.896389,46.057778,Dressel 1B,IO,1,-150,-1
34313,Modena,Italia,10.9,44.5,Amphora incerta,NDE,0,,
35546,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,SCOPAS,1,-125,-25
35665,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,VISELLI,1,-125,-25
36929,Sardegna,Corsica et Sardinia,8.75,39.5,Amphora incerta,DEPREDIOAPOLLONI,0,,
35005,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,DAMATRI,1,-125,-25
40541,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,MENOPILVS,1,-125,-25
20333,Ostia Antica,Italia,12.283333,41.75,Amphora incerta,PATR,0,,
36780,Vicenza,Italia,11.55,45.55,Dressel 6B,APICI,1,-50,-1
35808,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,VISELLI,1,-125,-25
19205,Giglio Porto,Italia,10.916667,42.366667,Africana,O,0,,
34840,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,APOLONI,1,-125,-25
9810,Milano,Italia,9.2,45.466667,Lamboglia 2,QAQVAVP,1,-125,-25
38184,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,VEHILI,1,-125,-25
32843,Padova,Italia,11.883333,45.416667,Dressel 6B,ER,1,-50,-1
35170,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,DIOCLEI,1,-125,-25
32636,Oderzo,Italia,12.488056,45.78,Dressel 6B,CLYMEN,1,-50,-1
35437,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,SCOPAS,1,-125,-25
40158,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,DAMAS,1,-125,-25
37480,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,VISELLI,1,-125,-25
18583,Îles Lavezzi,Corsica et Sardinia,9.254185,41.341096,Dressel 2-4 Catalan,ANDO,1,-30,-1
33848,Albinia,Italia,11.25,42.5,Dressel 1C,ARS,1,-150,-1
23093,Tortona,Italia,8.866667,44.9,Dressel 6B,CLAEKBAS,1,-50,-1
26232,Ostia Antica,Italia,12.283333,41.75,Africana 2D Grande,CLHDRFLC,0,,
38291,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,VEHILI,1,-125,-25
37861,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,LCORNELIQ,1,-125,-25
38070,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,CVEILI,1,-125,-25
20309,Isola Sacra,Italia,12.25,41.75,Africana,LEP,0,,
36853,Vicenza,Italia,11.55,45.55,Dressel 6B,SISENNAE,1,-50,-1
37399,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,STABVA,1,-125,-25
4781,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,CANINI,1,-125,-25
35611,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,VISELLI,1,-125,-25
35933,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,LMARCISATVR,1,-125,-25
34245,Bolsena,Italia,11.983333,42.65,Amphora incerta,ICMV,0,,
38369,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,VEHILI,1,-125,-25
39188,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,APOLLONID,1,-125,-25
34906,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,ARCHELA,1,-125,-25
25353,Vercelli,Italia,8.416667,45.316667,Dressel 6A,ARN,1,-50,-1
37812,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,APPVLEI,1,-125,-25
37972,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,LPVBLILI,1,-125,-25
38424,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,APELLAA,1,-125,-25
40294,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,EVTVCHI,1,-125,-25
32698,Oderzo,Italia,12.488056,45.78,Dressel 6B,MBAESI,1,-50,-1
33919,Albinia,Italia,11.25,42.5,Dressel 1C,D,1,-150,-1
33898,Albinia,Italia,11.25,42.5,Dressel 1C,DIS,1,-150,-1
40198,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,DIODOTI,1,-125,-25
32869,Padova,Italia,11.883333,45.416667,Dressel 6B,VARIPACC,1,-50,-1
34770,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,APOLLONIDES,1,-125,-25
36161,Ancona,Italia,13.5,43.633333,Lamboglia 2,ALB,1,-125,-25
38311,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,VEHILI,1,-125,-25
37831,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,ACAESELIAFQ,1,-125,-25
12316,Susa,Italia,7.05,45.133333,Dressel 6B,LICI,1,-50,-1
40076,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,BATON,1,-125,-25
35388,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,LVKAON,1,-125,-25
40785,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,PVLADE,1,-125,-25
35298,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,LVKAON,1,-125,-25
33706,Concordia,Italia,10.983333,44.916667,Dressel 6B,LICITE,1,-50,-1
40372,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,LEONTISCVS,1,-125,-25
34881,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,ARCHELA,1,-125,-25
32675,Oderzo,Italia,12.488056,45.78,Dressel 6B,CLAEKBASS,1,-50,-1
35221,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,HERMAISCI,1,-125,-25
38196,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,VEHILI,1,-125,-25
40077,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,BATON,1,-125,-25
36799,Vicenza,Italia,11.55,45.55,Dressel 6B,PAETI,1,-50,-1
32631,Oderzo,Italia,12.488056,45.78,Dressel 6B,LIVNIPAETI,1,-50,-1
37428,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,VISELLI,1,-125,-25
41040,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,ANINIANA,1,-125,-25
34630,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,APOLLONID,1,-125,-25
35609,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,VISELLI,1,-125,-25
4545,Ostia Antica,Italia,12.283333,41.75,Dressel 20,FCCO,0,,
10494,Altino,Italia,12.393333,45.544444,Dressel 2-4,MPHIOAVTRONI,1,-30,-1
9637,Padova,Italia,11.883333,45.416667,Dressel 6B,VARIPAC,1,-50,-1
35878,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,PROTAGATHVS,1,-125,-25
21091,Tournus,Italia,6.75,44.466667,Dressel 1,D,1,-150,-1
35480,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,SCOPAS,1,-125,-25
40982,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,ANINIANA,1,-125,-25
35336,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,LVKAON,1,-125,-25
10507,Altino,Italia,12.393333,45.544444,Dressel ante 6B,SENCOS,0,,
34723,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,APOLONIDA,1,-125,-25
37584,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,DEMETRI,1,-125,-25
35760,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,VISELLIVISELL,1,-125,-25
34660,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,APOLLONID,1,-125,-25
26494,Ostia Antica,Italia,12.283333,41.75,Dressel 20,CHRYSANTI,0,,
40527,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,MENOPILVS,1,-125,-25
33281,Pola,Italia,13.848056,44.868333,Dressel 6,CLAEKBASSI,0,,
26609,Ostia Antica,Italia,12.283333,41.75,Amphora incerta,VE,0,,
33047,Padova,Italia,11.883333,45.416667,Dressel 6B,PAGA,1,-50,-1
26205,Ostia Antica,Italia,12.283333,41.75,Africana 2D Grande,COLLEP,0,,
38409,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,APEICAE,1,-125,-25
40366,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,KEPHALOKEFALO,1,-125,-25
35726,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,VISELLI,1,-125,-25
32633,Oderzo,Italia,12.488056,45.78,Dressel 6B,CLAEBASS,1,-50,-1
39200,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,APOLONI,1,-125,-25
34681,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,APOLLONID,1,-125,-25
37912,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,LLVCI,1,-125,-25
40457,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,MENECRATES,1,-125,-25
9821,Cremona,Italia,10.033333,45.116667,Lamboglia 2,VEN,1,-125,-25
38459,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,APELAES,1,-125,-25
39201,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,APOLONI,1,-125,-25
32581,Islas de Tremiti,Italia,15.5,42.116667,Operculum,HSOMIT,0,,
40116,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,DAMA,1,-125,-25
40493,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,MENECRATES,1,-125,-25
41017,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,ANINIANA,1,-125,-25
38398,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,ANTIOCOS,1,-125,-25
19476,Imperia,Italia,8.05,43.883333,Dressel 2-4 Catalan,APO,1,-30,-1
39221,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,APOLONI,1,-125,-25
32306,Padova,Italia,11.883333,45.416667,Dressel 6B,RSP,1,-50,-1
4780,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,CANINI,1,-125,-25
34570,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,APELLAE,1,-125,-25
37958,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,QOBVLTRON,1,-125,-25
35132,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,DIOCLES,1,-125,-25
35470,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,SCOPAS,1,-125,-25
35634,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,VISELLI,1,-125,-25
35744,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,VISELLI,1,-125,-25
29334,Ostia Antica,Italia,12.283333,41.75,Dressel 20,FGFIVSFM,0,,
40573,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,NOYMHNIO,1,-125,-25
26142,Pozzuolo del Friuli,Italia,13.195556,45.987778,Lamboglia 2,PHILO,1,-125,-25
36207,Ancona,Italia,13.5,43.633333,Lamboglia 2,TRVPO,1,-125,-25
7207,Ostia Antica,Italia,12.283333,41.75,Dressel 20,TANP,0,,
32490,Pegognaga,Italia,10.85,45.0,Amphora incerta,STELLA,0,,
4829,Este,Italia,11.65,45.233333,Dressel 6B,ALB,1,-50,-1
10514,Altino,Italia,12.393333,45.544444,Dressel ante 6B,PSEPVLLIS,0,,
40792,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,PVLADEI,1,-125,-25
40965,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,ANINIANA,1,-125,-25
20328,Ostia Antica,Italia,12.283333,41.75,Dressel 30 - Keay 1B,EXPROVINCMAVRETANCAESTVB,0,,
40229,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,DOCO,1,-125,-25
35385,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,LVKAON,1,-125,-25
34828,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,APOLONI,1,-125,-25
39211,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,APOLONI,1,-125,-25
40979,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,ANINIANA,1,-125,-25
33975,Sassuolo,Italia,10.783333,44.55,Tegula,Q,0,,
33747,Nonantola,Italia,11.033333,44.683333,Amphora incerta,PROTAGATHVS,0,,
4771,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,BATON,1,-125,-25
40548,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,MENOPILVS,1,-125,-25
32854,Padova,Italia,11.883333,45.416667,Dressel 6B,APPVLCRI,1,-50,-1
37492,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,VISELLI,1,-125,-25
38063,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,CVEILI,1,-125,-25
35095,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,DIOCLES,1,-125,-25
4764,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,PILEMO,1,-125,-25
9648,Padova,Italia,11.883333,45.416667,Amphora incerta,LAEK,0,,
40991,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,ANINIANA,1,-125,-25
39264,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,APLONI,1,-125,-25
34888,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,ARCHELA,1,-125,-25
35384,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,LVKAON,1,-125,-25
35134,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,DIOCLES,1,-125,-25
4766,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,VEHILI,1,-125,-25
4785,Taranto,Italia,17.229722,40.476111,Brindisian amphora,VHEILI,1,-125,-25
21059,Tortona,Italia,8.866667,44.9,Dressel 20,LAVRELIGERMANI,0,,
37384,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,SCOPAS,1,-125,-25
37957,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,QOBVLTRON,1,-125,-25
37425,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,VISELLI,1,-125,-25
28142,Ostia Antica,Italia,12.283333,41.75,Dressel 20,FPAT,0,,
9749,Milano,Italia,9.2,45.466667,Lamboglia 2,DIEMP,1,-125,-25
34759,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,APOLONIDA,1,-125,-25
38427,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,APELAES,1,-125,-25
37975,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,LPVBLILI,1,-125,-25
27080,Ostia Antica,Italia,12.283333,41.75,Dressel 20,SCOROBRES,0,,
34857,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,ARCHELA,1,-125,-25
35090,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,DIOCLES,1,-125,-25
35557,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,SCOPA,1,-125,-25
18617,Îles Lavezzi,Corsica et Sardinia,9.254185,41.341096,Dressel 2-4 Catalan,S,1,-30,-1
28247,Ostia Antica,Italia,12.283333,41.75,Dressel 20,PNN,0,,
32667,Oderzo,Italia,12.488056,45.78,Dressel 6B,CLAEKBASS,1,-50,-1
32824,Padova,Italia,11.883333,45.416667,Dressel 6B,PQSCAPVLAE,1,-50,-1
34199,Modena,Italia,10.9,44.5,Amphora incerta,COSTINI,0,,
33057,Pegognaga,Italia,10.85,45.0,Dressel 6B,CARI,1,-50,-1
36170,Ancona,Italia,13.5,43.633333,Lamboglia 2,EV,1,-125,-25
38175,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,VEHILI,1,-125,-25
34661,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,APOLLONID,1,-125,-25
40307,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,GORGIA,1,-125,-25
35473,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,SCOPAS,1,-125,-25
40417,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,LVCRIOAPPVLEI,1,-125,-25
10505,Altino,Italia,12.393333,45.544444,Dressel ante 6B,PHILI,0,,
38465,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,APELAES,1,-125,-25
32493,Pegognaga,Italia,10.85,45.0,Dressel 6A,LTR,1,-50,-1
35966,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,CNPETROSOSTR,1,-125,-25
33703,Finale Emilia,Italia,11.283333,44.833333,Dressel 2-4,SABFECI,1,-30,-1
40308,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,GORGIA,1,-125,-25
35631,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,VISELLI,1,-125,-25
37520,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,VISELLI,1,-125,-25
33124,Erice,Sicilia,12.583333,38.033333,Greco-Itálica,LVESCEI,1,-400,-100
34766,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,APOLLONIDES,1,-125,-25
34838,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,APOLONI,1,-125,-25
34841,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,APOLONI,1,-125,-25
9822,Milano,Italia,9.2,45.466667,Lamboglia 2,VERSO,1,-125,-25
28220,Ostia Antica,Italia,12.283333,41.75,Dressel 20,PNN,0,,
37683,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,CANINI,1,-125,-25
35776,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,VISELLI,1,-125,-25
39962,Ostia Antica,Italia,12.283333,41.75,Amphora incerta,QCA,0,,
18600,Îles Lavezzi,Corsica et Sardinia,9.254185,41.341096,Dressel 2-4 Catalan,QVAD,1,-30,-1
34957,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,ARCHELA,1,-125,-25
35075,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,DIOCLES,1,-125,-25
39215,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,APOLONI,1,-125,-25
34699,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,APOLONIDA,1,-125,-25
4964,Ostia Antica,Italia,12.283333,41.75,Africana,PAVLFHADR,0,,
36748,Padova,Italia,11.883333,45.416667,Dressel 6B,HER,1,-50,-1
38225,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,VEHILI,1,-125,-25
34992,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,DAMATRI,1,-125,-25
40453,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,MENECRATES,1,-125,-25
29390,Ostia Antica,Italia,12.283333,41.75,Dressel 20,MFVSCI,0,,
33717,Ficarolo,Italia,11.433333,44.95,Dressel 6B,TVETTIMACRI,1,-50,-1
35254,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,LVCAO,1,-125,-25
40325,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,GORGIA,1,-125,-25
33850,Albinia,Italia,11.25,42.5,Dressel 1C,ARS,1,-150,-1
35594,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,VISELLI,1,-125,-25
20304,Ostia Antica,Italia,12.283333,41.75,Dressel 20,PNN,0,,
32849,Padova,Italia,11.883333,45.416667,Dressel 6A,PHERENNI,1,-50,-1
35265,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,LVCAO,1,-125,-25
35060,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,DIFILVS,1,-125,-25
35393,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,MANISA,1,-125,-25
25683,Ostia Antica,Italia,12.283333,41.75,Dressel 20,CAP,0,,
40622,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,PERDICAS,1,-125,-25
39275,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,APOLLONI,1,-125,-25
35447,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,SCOPAS,1,-125,-25
19214,Giglio Porto,Italia,10.916667,42.366667,Africana 2,HONORATI,0,,
40766,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,PTOLEMAE,1,-125,-25
35249,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,LVCAO,1,-125,-25
40478,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,MENECRATES,1,-125,-25
33966,Lodi Vecchio,Italia,9.4,45.3,Dressel 6B,LAEKCOMI,1,-50,-1
29343,Ostia Antica,Italia,12.283333,41.75,Dressel 20,LFO,0,,
32822,Padova,Italia,11.883333,45.416667,Dressel 6B,PQSCAPVLAE,1,-50,-1
33088,Erice,Sicilia,12.583333,38.033333,Greco-Itálica,QIVENTI,1,-400,-100
35357,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,LVKAON,1,-125,-25
38100,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,VEHILI,1,-125,-25
25809,Ljubljana (Emona),Italia,14.514444,46.055278,Dressel 6B,COSAE,1,-50,-1
40806,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,SOC,1,-125,-25
10517,Altino,Italia,12.393333,45.544444,Dressel 6A,GAESATILVCR,1,-50,-1
40620,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,PERDICAS,1,-125,-25
37732,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,CANINI,1,-125,-25
32776,Padova,Italia,11.883333,45.416667,Dressel 6B,CLAEK,1,-50,-1
18559,Île Cavallo,Corsica et Sardinia,9.262903,41.368374,Dressel 2-4 Catalan,PTE,1,-30,-1
35382,Canale Giancola,Italia,17.85,40.683333,Brindisian amphora,LVKAON,1,-125,-25
36766,Vicenza,Italia,11.55,45.55,Dressel 6A,IVLORP,1,-50,-1
37996,Brindisi,Italia,17.933333,40.633333,Brindisian amphora,PVEBAL,1,-125,-25
5055,Ostia Antica,Italia,12.283333,41.75,Africana,CLST,0,,
