loc_id,site_id,country,sea_area,sitename,locname,depth_m,wreckage_after,wreckage_before,dated,in_window,latitude,longitude,coord_source,has_coords
1285,1022,Italy,,Capo Scalambri-Malta,Capo Scalambri-Malta,0.0,,,False,False,,,,False
1297,1378,Italy,,Capo Feto,Capo Feto,0.0,-500.0,-300.0,True,True,37.65552,12.53694,oxrep_popup,True
1299,530,Italy,,Plemmirio,Plemmirio A,,300.0,500.0,True,False,,,,False
1303,1657,Italy,,Cala Su Pallosu,Cala Su Pallosu,-7.0,-200.0,-100.0,True,True,40.04279,8.39492,oxrep_popup,True
1308,1154,Italy,,Giglio,Giglio,,1200.0,1400.0,False,False,,,,False
1325,265,Italy,,Capo Palinuro,Capo Palinuro - Punta della Quaglia,0.0,-150.0,400.0,True,True,40.02649,15.24078,oxrep_popup,True
1326,581,Italy,,Camarina,Camarina C,,1100.0,1200.0,False,False,,,,False
1344,235,Italy,,Ventotene,Ventotene 1,0.0,1.0,100.0,True,False,,,,False
1347,1689,Italy,,Porto Pino,Porto Pino,-7.0,100.0,200.0,True,False,,,,False
1373,2043,Italy,,Torre Chianca,Torre Chianca,-6.0,225.0,275.0,True,False,,,,False
1379,1399,Italy,,Skerki Bank,Skerki Bank wreck D,-850.0,-80.0,-50.0,True,True,,,,False
1386,1000,Italy,,Capo Passero,Capo Passero II,0.0,-150.0,150.0,True,True,,,,False
1392,2020,Italy,,Pantano Longarini,Pantano Longarini,0.0,600.0,650.0,True,False,,,,False
1413,1876,Italy,,San Vito,San Vito,,-400.0,400.0,True,True,38.18825,12.74551,oxrep_popup,True
1414,644,Italy,,Procchio,Procchio,,160.0,200.0,True,False,,,,False
1432,441,Italy,,Punta Penna,Punta Penna,0.0,200.0,400.0,True,False,,,,False
1446,980,Italy,,Punta del Diavolo,Punta del Diavolo,-21.0,1000.0,1500.0,False,False,,,,False
1458,235,Italy,,Ventotene,Ventotene 5,-122.0,400.0,500.0,True,False,,,,False
1467,898,Italy,,Averno,Averno C,,-150.0,400.0,True,True,,,,False
1474,1562,Italy,,Seleno,Seleno,0.0,-150.0,-25.0,True,True,38.89716,17.02056,oxrep_popup,True
1503,2043,Italy,,Torre Chianca,Torre Chianca (Lecce),0.0,175.0,400.0,True,False,,,,False
1506,1154,Italy,,Giglio,Giglio Campese A,,-600.0,-590.0,True,True,42.36666666666667,10.866666666666667,v01_geocoded,True
1511,249,Italy,,Cala Rossano,Cala Rossano,,30.0,60.0,True,False,,,,False
1537,393,Italy,,Cala Reale,Cala Reale,-8.0,380.0,400.0,True,False,,,,False
1567,613,Italy,,Capo Granitola,Capo Granitola D,,200.0,400.0,True,False,,,,False
1578,424,Italy,,Marzamemi,Marzamemi B,,500.0,540.0,True,False,,,,False
1580,1477,Italy,,Capo Colonna,"Capo Colonna, Cicala",0.0,200.0,300.0,True,False,,,,False
1590,1384,Italy,,Mal di Ventre,Mal di Ventre,-30.0,-75.0,-25.0,True,True,39.97313,8.30755,oxrep_popup,True
1593,1164,Italy,,Porto Palo di Capo Passero,Porto Palo di Capo Passero,-45.0,-400.0,-200.0,True,True,36.66922,15.16525,oxrep_popup,True
1596,1876,Italy,,San Vito,San Vito Lo Capo,0.0,1100.0,1200.0,False,False,,,,False
1605,1500,Italy,,Ognina,Ognina (Catania) B,,,,False,False,,,,False
1610,1047,Italy,,Siciliano,Siciliano (Porto San Paolo),-4.0,200.0,300.0,True,False,,,,False
1616,484,Italy,,Cala Gadir,Cala Gadir,-30.0,-220.0,-150.0,True,True,,,,False
1633,1938,Italy,,Golfo della Stella,Golfo della Stella,,,,False,False,,,,False
1637,613,Italy,,Capo Granitola,Capo Granitola B,,-300.0,-150.0,True,True,,,,False
1642,581,Italy,,Camarina,Camarina E,,-300.0,400.0,True,True,36.84438,14.45011,oxrep_popup,True
1663,607,Italy,,Li Galli - Vetara,Li Galli - Vetara,0.0,-100.0,100.0,True,True,40.58051,14.36428,oxrep_popup,True
1683,662,Italy,,Secca di Capistello,Secca di Capistello,-90.0,-300.0,-280.0,True,True,38.43333333333333,14.95,v01_geocoded,True
1713,1867,Italy,,Lago di Nemi,Nemi D,,35.0,50.0,True,False,,,,False
1720,1797,Italy,,Bergeggi,Bergeggi A,,10.0,60.0,True,False,,,,False
1731,972,Italy,,Femmina Morta,Femmina Morta,,300.0,325.0,True,False,,,,False
1782,1102,Italy,,Torre Testa,Torre Testa,,,,False,False,,,,False
1786,1321,Italy,,San Pietro,San Pietro,-6.0,200.0,250.0,True,False,,,,False
1801,1477,Italy,,Capo Colonna,Capo Colonna,,-600.0,-300.0,True,True,39.02978,17.20047,oxrep_popup,True
1832,1274,Italy,,Seno del Campese,Seno del Campese,0.0,-700.0,-600.0,True,True,,,,False
1844,424,Italy,,Marzamemi,Marzamemi F,,275.0,300.0,True,False,,,,False
1847,1449,Italy,,Bocca Piccola,Bocca Piccola 2,0.0,50.0,150.0,True,False,,,,False
1876,898,Italy,,Averno,Averno D,,-150.0,400.0,True,True,,,,False
1897,1785,Italy,,Torre Flavia,Torre Flavia B,-25.0,,,False,False,,,,False
1901,321,Italy,,Cala del Diavolo,Cala del Diavolo,0.0,-120.0,-10.0,True,True,42.30612,10.31066,oxrep_popup,True
1904,1449,Italy,,Bocca Piccola,Bocca Piccola 1,0.0,1.0,150.0,True,False,,,,False
1909,1070,Italy,,Mucurune,Mucurune,0.0,-200.0,-50.0,True,True,40.06689,18.48793,oxrep_popup,True
1910,1288,Italy,,Cala Palombara,Cala Palombara,0.0,-100.0,0.0,True,True,40.14829,18.49823,oxrep_popup,True
1915,691,Italy,,Favignana,Favignana,-70.0,1000.0,1100.0,False,False,,,,False
1922,1651,Italy,,Montecristo,Montecristo B,,1400.0,1500.0,False,False,,,,False
1937,1206,Italy,,Punta Licosa,Punta Licosa 2,0.0,-100.0,100.0,True,True,40.25509,14.90192,oxrep_popup,True
1950,1303,Italy,,Isola delle Femmine,Isola delle Femmine,,-400.0,-200.0,True,True,,,,False
1958,1994,Italy,,Margherita di Savoia,Margherita di Savoia,0.0,-500.0,-300.0,True,True,41.39405,16.20758,oxrep_popup,True
1964,1668,Italy,,L'Asinara,L'Asinara 2,-200.0,300.0,500.0,True,False,,,,False
1965,1210,Italy,,Torre Sinfono,Torre Sinfono,0.0,-100.0,-1.0,True,True,39.90945,18.04092,oxrep_popup,True
1977,1615,Italy,,Punta dell'Arcera,Punta dell'Arcera,0.0,300.0,450.0,True,False,,,,False
1979,898,Italy,,Averno,Averno A,,-150.0,400.0,True,True,,,,False
1992,1650,Italy,,Secca dei Mattoni,Secca dei Mattoni,,-100.0,-50.0,True,True,40.9,12.883333333333333,v01_geocoded,True
2015,782,Italy,,Porto Azzurro,Porto Azzurro A,,250.0,300.0,True,False,,,,False
2026,1501,Italy,,Cala Piomba,Cala Piomba,-28.0,30.0,40.0,True,False,,,,False
2028,1003,Italy,,Punta Braccetto,Punta Braccetto,-5.0,-500.0,-475.0,True,True,36.8,14.466666666666669,v01_geocoded,True
2034,782,Italy,,Porto Azzurro,Porto Azzurro B,,50.0,100.0,True,False,,,,False
2043,1280,Italy,,Punta Penne,Punta Penne B,,150.0,225.0,True,False,,,,False
2046,897,Italy,,Montalto di Castro,Montalto di Castro,-40.0,-200.0,-100.0,True,True,42.33811,11.50405,oxrep_popup,True
2070,515,Italy,,Terracina (harbour),Terracina,,-150.0,-1.0,True,True,41.285311,13.258859,oxrep_popup,True
2075,581,Italy,,Camarina,Camarina B,,1.0,100.0,True,False,,,,False
2093,685,Italy,,Sant'Andrea,Sant'Andrea B,-40.0,-100.0,-100.0,True,True,42.81174,10.14038,oxrep_popup,True
2100,424,Italy,,Marzamemi,Marzamemi C,,1.0,400.0,True,False,,,,False
2104,625,Italy,,Ottiolu,Ottiolu,-3.0,1.0,100.0,True,False,,,,False
2108,557,Italy,,Trapani,Trapani,,200.0,300.0,True,False,,,,False
2109,1867,Italy,,Lago di Nemi,Nemi C,,35.0,50.0,True,False,,,,False
2113,432,Italy,,Saturo,Saturo A,,-200.0,-150.0,True,True,40.36666666666667,17.3,v01_geocoded,True
2137,1381,Italy,,Cala del Falco,Cala del Falco 1,-2.0,200.0,300.0,True,False,,,,False
2147,467,Italy,,Aci Trezza,Aci Trezza 2,-18.0,1.0,400.0,True,False,,,,False
2148,1399,Italy,,Skerki Bank,Skerki Bank wreck F,-765.0,25.0,75.0,True,False,,,,False
2149,608,Italy,,Capo Donato,Capo Donato,0.0,1.0,300.0,True,False,,,,False
2168,1040,Italy,,Le Formiche di Capraia,Le Formiche di Capraia,-18.0,-175.0,-125.0,True,True,43.07383,9.82624,oxrep_popup,True
2190,1038,Italy,,Lazzaretto,Lazzaretto B,0.0,100.0,200.0,True,False,,,,False
2217,234,Italy,,Cala del Barbiere,Toscana Cala del Barbiere,0.0,1.0,200.0,True,False,,,,False
2236,1500,Italy,,Ognina,Ognina A,-8.0,215.0,230.0,True,False,,,,False
2237,1140,Italy,,Cala Minnola,Cala Minnola,-30.0,-100.0,-50.0,True,True,37.99504,12.35309,oxrep_popup,True
2247,424,Italy,,Marzamemi,Marzamemi J,,400.0,700.0,True,False,,,,False
2254,581,Italy,,Camarina,Camarina D,,265.0,275.0,True,False,,,,False
2258,1735,Italy,,Porto Racolomo,Porto Racolomo,0.0,,,False,False,,,,False
2261,1446,Italy,,Torre Santa Sabina,Torre Santa Sabina 1,-3.0,-25.0,25.0,True,True,40.75993,17.70652,oxrep_popup,True
2262,1399,Italy,,Skerki Bank,Skerki Bank,,355.0,400.0,True,False,,,,False
2267,1367,Italy,,Acquaviva,Acquaviva,,100.0,200.0,True,False,,,,False
2276,1500,Italy,,Ognina,Ognina D,,-400.0,-300.0,True,True,,,,False
2278,424,Italy,,Marzamemi,Marzamemi G,,-160.0,-140.0,True,True,,,,False
2282,1563,Italy,,Chiessi,Chiessi,-45.0,60.0,85.0,True,False,,,,False
2286,559,Italy,,Pesaro,Pesaro,,-125.0,-25.0,True,True,43.9,12.9,oxrep_popup,True
2290,1740,Italy,,Egadi,Egadi,0.0,,,False,False,,,,False
2308,1280,Italy,,Punta Penne,Punta Penne A,,-150.0,-25.0,True,True,,,,False
2310,1399,Italy,,Skerki Bank,Skerki Bank wreck B,-770.0,50.0,100.0,True,False,,,,False
2321,1397,Italy,,Tre Senghe,Tre Senghe,-25.0,-30.0,-20.0,True,True,42.10267,15.47767,oxrep_popup,True
2326,1000,Italy,,Capo Passero,Capo Passero,,400.0,650.0,True,False,,,,False
2335,467,Italy,,Aci Trezza,Aci Trezza 1,-35.0,1.0,400.0,True,False,,,,False
2349,613,Italy,,Capo Granitola,Capo Granitola C,,250.0,400.0,True,False,,,,False
2350,1381,Italy,,Cala del Falco,Cala del Falco 2,-7.0,25.0,50.0,True,False,,,,False
2371,1651,Italy,,Montecristo,Montecristo D,,-600.0,-500.0,True,True,,,,False
2373,581,Italy,,Camarina,Camarina bronzes,-7.0,1.0,200.0,True,False,,,,False
2386,484,Italy,,Cala Gadir,Cala Gadir II,-30.0,-125.0,-75.0,True,True,36.8,12.016666666666667,v01_geocoded,True
2387,1500,Italy,,Ognina,Ognina West,,-100.0,-25.0,True,True,,,,False
2394,235,Italy,,Ventotene,Ventotene 3,0.0,1.0,100.0,True,False,,,,False
2396,235,Italy,,Ventotene,Ventotene B,,-75.0,-25.0,True,True,,,,False
2413,1216,Italy,,Santo Stefano al Mare,Santo Stefano al Mare,-58.0,-10.0,10.0,True,True,43.83025,7.91118,oxrep_popup,True
2417,1323,Italy,,Levanzo,Levanzo I,-96.0,300.0,400.0,True,False,,,,False
2426,1800,Italy,,Punta Ala,Punta Ala A,-8.0,250.0,251.0,True,False,,,,False
2428,1206,Italy,,Punta Licosa,Punta Licosa 1,-32.0,-100.0,-1.0,True,True,40.25509,14.90192,oxrep_popup,True
2429,583,Italy,,Sardinia,Sardinia,,-210.0,-190.0,True,True,,,,False
2440,1785,Italy,,Torre Flavia,Torre Flavia C ?,-12.0,1.0,15.0,True,False,,,,False
2469,1102,Italy,,Torre Testa,Torre Testa - Porto di Brindisi,0.0,-200.0,-50.0,True,True,40.68831,17.88368,oxrep_popup,True
2471,557,Italy,,Trapani,Trapani,0.0,200.0,300.0,True,False,,,,False
2494,1517,Italy,,Porticello,Porticello,-37.0,-425.0,-400.0,True,True,38.23972,15.66101,oxrep_popup,True
2505,613,Italy,,Capo Granitola,Capo Granitola A,-3.0,225.0,275.0,True,False,,,,False
2549,1116,Italy,,Sette Fratelli,Sette Fratelli,0.0,-400.0,-300.0,True,True,,,,False
2584,294,Italy,,Mezzaluna,Mezzaluna,-10.0,1000.0,1500.0,False,False,,,,False
2592,944,Italy,,Palombina Vecchia,Palombina Vecchia,-5.0,-100.0,-50.0,True,True,43.63333333333333,13.416666666666666,v01_geocoded,True
2595,1038,Italy,,Lazzaretto,Lazzaretto A,-2.0,315.0,325.0,True,False,,,,False
2600,1154,Italy,,Giglio,Giglio Porto,-38.0,200.0,225.0,True,False,,,,False
2609,742,Italy,,Capo Linaro,Capo Linaro,0.0,25.0,75.0,True,False,,,,False
2610,237,Italy,,Le Scole,"Scole B, Le",,,,False,False,,,,False
2636,424,Italy,,Marzamemi,Marzamemi H,,-425.0,-375.0,True,True,,,,False
2645,554,Italy,,Teulada,Teulada,-130.0,75.0,125.0,True,False,,,,False
2646,235,Italy,,Ventotene,Ventotene A,,-325.0,-275.0,True,True,,,,False
2671,1154,Italy,,Giglio,Giglio Campese B,,-200.0,-1.0,True,True,,,,False
2673,958,Italy,,Caprara,Caprara,0.0,-100.0,50.0,True,True,42.11267,15.49621,oxrep_popup,True
