bin_start_year,bin_end_year,site,longitude,latitude,amphora_type,stamp_count,log1p_stamp_count,temporal_probability,weighted_evidence
-125,-100,Altino,12.393333,45.544444,Lamboglia 2,5,1.791759469228055,0.25,0.44793986730701374
-100,-75,Altino,12.393333,45.544444,Lamboglia 2,5,1.791759469228055,0.25,0.44793986730701374
-75,-50,Altino,12.393333,45.544444,Lamboglia 2,5,1.791759469228055,0.25,0.44793986730701374
-50,-25,Altino,12.393333,45.544444,Lamboglia 2,5,1.791759469228055,0.25,0.44793986730701374
-125,-100,Ancona,13.5,43.633333,Lamboglia 2,50,3.9318256327243257,0.25,0.9829564081810814
-100,-75,Ancona,13.5,43.633333,Lamboglia 2,50,3.9318256327243257,0.25,0.9829564081810814
-75,-50,Ancona,13.5,43.633333,Lamboglia 2,50,3.9318256327243257,0.25,0.9829564081810814
-50,-25,Ancona,13.5,43.633333,Lamboglia 2,50,3.9318256327243257,0.25,0.9829564081810814
-125,-100,Aquileia,13.368333,45.770278,Brindisian amphora,1,0.6931471805599453,0.25,0.17328679513998632
-100,-75,Aquileia,13.368333,45.770278,Brindisian amphora,1,0.6931471805599453,0.25,0.17328679513998632
-75,-50,Aquileia,13.368333,45.770278,Brindisian amphora,1,0.6931471805599453,0.25,0.17328679513998632
-50,-25,Aquileia,13.368333,45.770278,Brindisian amphora,1,0.6931471805599453,0.25,0.17328679513998632
-150,-125,Aquileia,13.368333,45.770278,Dressel 1B,2,1.0986122886681096,0.16666666666666666,0.18310204811135158
-125,-100,Aquileia,13.368333,45.770278,Dressel 1B,2,1.0986122886681096,0.16666666666666666,0.18310204811135158
-100,-75,Aquileia,13.368333,45.770278,Dressel 1B,2,1.0986122886681096,0.16666666666666666,0.18310204811135158
-75,-50,Aquileia,13.368333,45.770278,Dressel 1B,2,1.0986122886681096,0.16666666666666666,0.18310204811135158
-50,-25,Aquileia,13.368333,45.770278,Dressel 1B,2,1.0986122886681096,0.16666666666666666,0.18310204811135158
-25,0,Aquileia,13.368333,45.770278,Dressel 1B,2,1.0986122886681096,0.16666666666666666,0.18310204811135158
-25,0,Aquileia,13.368333,45.770278,Dressel 2-4,1,0.6931471805599453,1.0,0.6931471805599453
-50,-25,Aquileia,13.368333,45.770278,Dressel 6B,1,0.6931471805599453,0.5,0.34657359027997264
-25,0,Aquileia,13.368333,45.770278,Dressel 6B,1,0.6931471805599453,0.5,0.34657359027997264
-125,-100,Aquileia,13.368333,45.770278,Lamboglia 2,3,1.3862943611198906,0.25,0.34657359027997264
-100,-75,Aquileia,13.368333,45.770278,Lamboglia 2,3,1.3862943611198906,0.25,0.34657359027997264
-75,-50,Aquileia,13.368333,45.770278,Lamboglia 2,3,1.3862943611198906,0.25,0.34657359027997264
-50,-25,Aquileia,13.368333,45.770278,Lamboglia 2,3,1.3862943611198906,0.25,0.34657359027997264
-125,-100,Ascoli,13.566667,42.85,Lamboglia 2,3,1.3862943611198906,0.25,0.34657359027997264
-100,-75,Ascoli,13.566667,42.85,Lamboglia 2,3,1.3862943611198906,0.25,0.34657359027997264
-75,-50,Ascoli,13.566667,42.85,Lamboglia 2,3,1.3862943611198906,0.25,0.34657359027997264
-50,-25,Ascoli,13.566667,42.85,Lamboglia 2,3,1.3862943611198906,0.25,0.34657359027997264
-125,-100,Ascoli Satriano,15.566667,41.2,Lamboglia 2,2,1.0986122886681096,0.25,0.2746530721670274
-100,-75,Ascoli Satriano,15.566667,41.2,Lamboglia 2,2,1.0986122886681096,0.25,0.2746530721670274
-75,-50,Ascoli Satriano,15.566667,41.2,Lamboglia 2,2,1.0986122886681096,0.25,0.2746530721670274
-50,-25,Ascoli Satriano,15.566667,41.2,Lamboglia 2,2,1.0986122886681096,0.25,0.2746530721670274
-50,-25,Asolo,11.9,45.8,Dressel 6B,2,1.0986122886681096,0.5,0.5493061443340548
-25,0,Asolo,11.9,45.8,Dressel 6B,2,1.0986122886681096,0.5,0.5493061443340548
-125,-100,Bari,16.85,41.133333,Lamboglia 2,2,1.0986122886681096,0.25,0.2746530721670274
-100,-75,Bari,16.85,41.133333,Lamboglia 2,2,1.0986122886681096,0.25,0.2746530721670274
-75,-50,Bari,16.85,41.133333,Lamboglia 2,2,1.0986122886681096,0.25,0.2746530721670274
-50,-25,Bari,16.85,41.133333,Lamboglia 2,2,1.0986122886681096,0.25,0.2746530721670274
-125,-100,Barletta,16.283333,41.316667,Lamboglia 2,2,1.0986122886681096,0.25,0.2746530721670274
-100,-75,Barletta,16.283333,41.316667,Lamboglia 2,2,1.0986122886681096,0.25,0.2746530721670274
-75,-50,Barletta,16.283333,41.316667,Lamboglia 2,2,1.0986122886681096,0.25,0.2746530721670274
-50,-25,Barletta,16.283333,41.316667,Lamboglia 2,2,1.0986122886681096,0.25,0.2746530721670274
-125,-100,Biella,8.05,45.566667,Lamboglia 2,1,0.6931471805599453,0.25,0.17328679513998632
-100,-75,Biella,8.05,45.566667,Lamboglia 2,1,0.6931471805599453,0.25,0.17328679513998632
-75,-50,Biella,8.05,45.566667,Lamboglia 2,1,0.6931471805599453,0.25,0.17328679513998632
-50,-25,Biella,8.05,45.566667,Lamboglia 2,1,0.6931471805599453,0.25,0.17328679513998632
-50,-25,Bologna,11.433333,44.466667,Dressel 6A,1,0.6931471805599453,0.5,0.34657359027997264
-25,0,Bologna,11.433333,44.466667,Dressel 6A,1,0.6931471805599453,0.5,0.34657359027997264
-400,-375,Bottrighe,12.086944,45.024444,Greco-Itálica,3,1.3862943611198906,0.08333333333333333,0.11552453009332421
-375,-350,Bottrighe,12.086944,45.024444,Greco-Itálica,3,1.3862943611198906,0.08333333333333333,0.11552453009332421
-350,-325,Bottrighe,12.086944,45.024444,Greco-Itálica,3,1.3862943611198906,0.08333333333333333,0.11552453009332421
-325,-300,Bottrighe,12.086944,45.024444,Greco-Itálica,3,1.3862943611198906,0.08333333333333333,0.11552453009332421
-300,-275,Bottrighe,12.086944,45.024444,Greco-Itálica,3,1.3862943611198906,0.08333333333333333,0.11552453009332421
-275,-250,Bottrighe,12.086944,45.024444,Greco-Itálica,3,1.3862943611198906,0.08333333333333333,0.11552453009332421
-250,-225,Bottrighe,12.086944,45.024444,Greco-Itálica,3,1.3862943611198906,0.08333333333333333,0.11552453009332421
-225,-200,Bottrighe,12.086944,45.024444,Greco-Itálica,3,1.3862943611198906,0.08333333333333333,0.11552453009332421
-200,-175,Bottrighe,12.086944,45.024444,Greco-Itálica,3,1.3862943611198906,0.08333333333333333,0.11552453009332421
-175,-150,Bottrighe,12.086944,45.024444,Greco-Itálica,3,1.3862943611198906,0.08333333333333333,0.11552453009332421
-150,-125,Bottrighe,12.086944,45.024444,Greco-Itálica,3,1.3862943611198906,0.08333333333333333,0.11552453009332421
-125,-100,Bottrighe,12.086944,45.024444,Greco-Itálica,3,1.3862943611198906,0.08333333333333333,0.11552453009332421
-125,-100,Brindisi,17.933333,40.633333,Brindisian amphora,2054,7.628031126930335,0.25,1.9070077817325837
-100,-75,Brindisi,17.933333,40.633333,Brindisian amphora,2054,7.628031126930335,0.25,1.9070077817325837
-75,-50,Brindisi,17.933333,40.633333,Brindisian amphora,2054,7.628031126930335,0.25,1.9070077817325837
-50,-25,Brindisi,17.933333,40.633333,Brindisian amphora,2054,7.628031126930335,0.25,1.9070077817325837
-25,0,Brindisi,17.933333,40.633333,Dressel 2-4,1,0.6931471805599453,1.0,0.6931471805599453
-125,-100,Brindisi,17.933333,40.633333,Lamboglia 2,3,1.3862943611198906,0.25,0.34657359027997264
-100,-75,Brindisi,17.933333,40.633333,Lamboglia 2,3,1.3862943611198906,0.25,0.34657359027997264
-75,-50,Brindisi,17.933333,40.633333,Lamboglia 2,3,1.3862943611198906,0.25,0.34657359027997264
-50,-25,Brindisi,17.933333,40.633333,Lamboglia 2,3,1.3862943611198906,0.25,0.34657359027997264
-25,0,Calderara di Reno,11.266667,44.566667,Dressel 2-4,1,0.6931471805599453,1.0,0.6931471805599453
-50,-25,Calvatone,10.433333,45.116667,Dressel 6B,2,1.0986122886681096,0.5,0.5493061443340548
-25,0,Calvatone,10.433333,45.116667,Dressel 6B,2,1.0986122886681096,0.5,0.5493061443340548
-125,-100,Calvatone,10.433333,45.116667,Lamboglia 2,16,2.833213344056216,0.25,0.708303336014054
-100,-75,Calvatone,10.433333,45.116667,Lamboglia 2,16,2.833213344056216,0.25,0.708303336014054
-75,-50,Calvatone,10.433333,45.116667,Lamboglia 2,16,2.833213344056216,0.25,0.708303336014054
-50,-25,Calvatone,10.433333,45.116667,Lamboglia 2,16,2.833213344056216,0.25,0.708303336014054
-125,-100,Canale Giancola,17.85,40.683333,Brindisian amphora,1864,7.5310163320779155,0.25,1.8827540830194789
-100,-75,Canale Giancola,17.85,40.683333,Brindisian amphora,1864,7.5310163320779155,0.25,1.8827540830194789
-75,-50,Canale Giancola,17.85,40.683333,Brindisian amphora,1864,7.5310163320779155,0.25,1.8827540830194789
-50,-25,Canale Giancola,17.85,40.683333,Brindisian amphora,1864,7.5310163320779155,0.25,1.8827540830194789
-50,-25,Canoneghe,11.916667,45.433333,Dressel 6A,2,1.0986122886681096,0.5,0.5493061443340548
-25,0,Canoneghe,11.916667,45.433333,Dressel 6A,2,1.0986122886681096,0.5,0.5493061443340548
-50,-25,Canoneghe,11.916667,45.433333,Dressel 6B,1,0.6931471805599453,0.5,0.34657359027997264
-25,0,Canoneghe,11.916667,45.433333,Dressel 6B,1,0.6931471805599453,0.5,0.34657359027997264
-125,-100,Canosa,16.066667,41.216667,Brindisian amphora,1,0.6931471805599453,0.25,0.17328679513998632
-100,-75,Canosa,16.066667,41.216667,Brindisian amphora,1,0.6931471805599453,0.25,0.17328679513998632
-75,-50,Canosa,16.066667,41.216667,Brindisian amphora,1,0.6931471805599453,0.25,0.17328679513998632
-50,-25,Canosa,16.066667,41.216667,Brindisian amphora,1,0.6931471805599453,0.25,0.17328679513998632
-25,0,Canosa,16.066667,41.216667,Dressel 2-4,4,1.6094379124341003,1.0,1.6094379124341003
-50,-25,Canosa,16.066667,41.216667,Dressel 6A,2,1.0986122886681096,0.5,0.5493061443340548
-25,0,Canosa,16.066667,41.216667,Dressel 6A,2,1.0986122886681096,0.5,0.5493061443340548
-400,-375,Canosa,16.066667,41.216667,Greco-Itálica,2,1.0986122886681096,0.08333333333333333,0.09155102405567579
-375,-350,Canosa,16.066667,41.216667,Greco-Itálica,2,1.0986122886681096,0.08333333333333333,0.09155102405567579
-350,-325,Canosa,16.066667,41.216667,Greco-Itálica,2,1.0986122886681096,0.08333333333333333,0.09155102405567579
-325,-300,Canosa,16.066667,41.216667,Greco-Itálica,2,1.0986122886681096,0.08333333333333333,0.09155102405567579
-300,-275,Canosa,16.066667,41.216667,Greco-Itálica,2,1.0986122886681096,0.08333333333333333,0.09155102405567579
-275,-250,Canosa,16.066667,41.216667,Greco-Itálica,2,1.0986122886681096,0.08333333333333333,0.09155102405567579
-250,-225,Canosa,16.066667,41.216667,Greco-Itálica,2,1.0986122886681096,0.08333333333333333,0.09155102405567579
-225,-200,Canosa,16.066667,41.216667,Greco-Itálica,2,1.0986122886681096,0.08333333333333333,0.09155102405567579
-200,-175,Canosa,16.066667,41.216667,Greco-Itálica,2,1.0986122886681096,0.08333333333333333,0.09155102405567579
-175,-150,Canosa,16.066667,41.216667,Greco-Itálica,2,1.0986122886681096,0.08333333333333333,0.09155102405567579
-150,-125,Canosa,16.066667,41.216667,Greco-Itálica,2,1.0986122886681096,0.08333333333333333,0.09155102405567579
-125,-100,Canosa,16.066667,41.216667,Greco-Itálica,2,1.0986122886681096,0.08333333333333333,0.09155102405567579
-125,-100,Canosa,16.066667,41.216667,Lamboglia 2,3,1.3862943611198906,0.25,0.34657359027997264
-100,-75,Canosa,16.066667,41.216667,Lamboglia 2,3,1.3862943611198906,0.25,0.34657359027997264
-75,-50,Canosa,16.066667,41.216667,Lamboglia 2,3,1.3862943611198906,0.25,0.34657359027997264
-50,-25,Canosa,16.066667,41.216667,Lamboglia 2,3,1.3862943611198906,0.25,0.34657359027997264
-150,-125,Capalbio,11.416667,42.45,Dressel 1A,2,1.0986122886681096,0.16666666666666666,0.18310204811135158
-125,-100,Capalbio,11.416667,42.45,Dressel 1A,2,1.0986122886681096,0.16666666666666666,0.18310204811135158
-100,-75,Capalbio,11.416667,42.45,Dressel 1A,2,1.0986122886681096,0.16666666666666666,0.18310204811135158
-75,-50,Capalbio,11.416667,42.45,Dressel 1A,2,1.0986122886681096,0.16666666666666666,0.18310204811135158
-50,-25,Capalbio,11.416667,42.45,Dressel 1A,2,1.0986122886681096,0.16666666666666666,0.18310204811135158
-25,0,Capalbio,11.416667,42.45,Dressel 1A,2,1.0986122886681096,0.16666666666666666,0.18310204811135158
-25,0,Capalbio,11.416667,42.45,Dressel 2-4 Catalan,1,0.6931471805599453,1.0,0.6931471805599453
-50,-25,Carlino,13.188056,45.802222,Dressel 6A,2,1.0986122886681096,0.5,0.5493061443340548
-25,0,Carlino,13.188056,45.802222,Dressel 6A,2,1.0986122886681096,0.5,0.5493061443340548
-125,-100,Carlino,13.188056,45.802222,Lamboglia 2,1,0.6931471805599453,0.25,0.17328679513998632
-100,-75,Carlino,13.188056,45.802222,Lamboglia 2,1,0.6931471805599453,0.25,0.17328679513998632
-75,-50,Carlino,13.188056,45.802222,Lamboglia 2,1,0.6931471805599453,0.25,0.17328679513998632
-50,-25,Carlino,13.188056,45.802222,Lamboglia 2,1,0.6931471805599453,0.25,0.17328679513998632
-25,0,Castelfranco Emilia,11.05,44.616667,Dressel 2-4,1,0.6931471805599453,1.0,0.6931471805599453
-125,-100,Castelfranco Emilia,11.05,44.616667,Lamboglia 2,1,0.6931471805599453,0.25,0.17328679513998632
-100,-75,Castelfranco Emilia,11.05,44.616667,Lamboglia 2,1,0.6931471805599453,0.25,0.17328679513998632
-75,-50,Castelfranco Emilia,11.05,44.616667,Lamboglia 2,1,0.6931471805599453,0.25,0.17328679513998632
-50,-25,Castelfranco Emilia,11.05,44.616667,Lamboglia 2,1,0.6931471805599453,0.25,0.17328679513998632
-150,-125,Cattolica Eraclea,13.4,37.433333,Dressel 1,2,1.0986122886681096,0.16666666666666666,0.18310204811135158
-125,-100,Cattolica Eraclea,13.4,37.433333,Dressel 1,2,1.0986122886681096,0.16666666666666666,0.18310204811135158
-100,-75,Cattolica Eraclea,13.4,37.433333,Dressel 1,2,1.0986122886681096,0.16666666666666666,0.18310204811135158
-75,-50,Cattolica Eraclea,13.4,37.433333,Dressel 1,2,1.0986122886681096,0.16666666666666666,0.18310204811135158
-50,-25,Cattolica Eraclea,13.4,37.433333,Dressel 1,2,1.0986122886681096,0.16666666666666666,0.18310204811135158
-25,0,Cattolica Eraclea,13.4,37.433333,Dressel 1,2,1.0986122886681096,0.16666666666666666,0.18310204811135158
-25,0,Cazzano,11.5,44.583333,Dressel 2-4,1,0.6931471805599453,1.0,0.6931471805599453
-125,-100,Cazzano,11.5,44.583333,Lamboglia 2,1,0.6931471805599453,0.25,0.17328679513998632
-100,-75,Cazzano,11.5,44.583333,Lamboglia 2,1,0.6931471805599453,0.25,0.17328679513998632
-75,-50,Cazzano,11.5,44.583333,Lamboglia 2,1,0.6931471805599453,0.25,0.17328679513998632
-50,-25,Cazzano,11.5,44.583333,Lamboglia 2,1,0.6931471805599453,0.25,0.17328679513998632
-50,-25,Celje,14.156111,45.591667,Dressel 6B,1,0.6931471805599453,0.5,0.34657359027997264
-25,0,Celje,14.156111,45.591667,Dressel 6B,1,0.6931471805599453,0.5,0.34657359027997264
-125,-100,Cerignola,15.9,41.266667,Lamboglia 2,1,0.6931471805599453,0.25,0.17328679513998632
-100,-75,Cerignola,15.9,41.266667,Lamboglia 2,1,0.6931471805599453,0.25,0.17328679513998632
-75,-50,Cerignola,15.9,41.266667,Lamboglia 2,1,0.6931471805599453,0.25,0.17328679513998632
-50,-25,Cerignola,15.9,41.266667,Lamboglia 2,1,0.6931471805599453,0.25,0.17328679513998632
-50,-25,Cesena,12.249722,44.143333,Dressel 6A,1,0.6931471805599453,0.5,0.34657359027997264
-25,0,Cesena,12.249722,44.143333,Dressel 6A,1,0.6931471805599453,0.5,0.34657359027997264
-25,0,Civitavecchia,11.8,42.1,Dressel 2-4,1,0.6931471805599453,1.0,0.6931471805599453
-125,-100,Civitavecchia,11.8,42.1,Lamboglia 2,1,0.6931471805599453,0.25,0.17328679513998632
-100,-75,Civitavecchia,11.8,42.1,Lamboglia 2,1,0.6931471805599453,0.25,0.17328679513998632
-75,-50,Civitavecchia,11.8,42.1,Lamboglia 2,1,0.6931471805599453,0.25,0.17328679513998632
-50,-25,Civitavecchia,11.8,42.1,Lamboglia 2,1,0.6931471805599453,0.25,0.17328679513998632
-25,0,Classe,11.983333,44.416667,Dressel 2-4,1,0.6931471805599453,1.0,0.6931471805599453
-50,-25,Classe,11.983333,44.416667,Dressel 6B,1,0.6931471805599453,0.5,0.34657359027997264
-25,0,Classe,11.983333,44.416667,Dressel 6B,1,0.6931471805599453,0.5,0.34657359027997264
-150,-125,Concordia,10.983333,44.916667,Dressel 1C,1,0.6931471805599453,0.16666666666666666,0.11552453009332421
-125,-100,Concordia,10.983333,44.916667,Dressel 1C,1,0.6931471805599453,0.16666666666666666,0.11552453009332421
-100,-75,Concordia,10.983333,44.916667,Dressel 1C,1,0.6931471805599453,0.16666666666666666,0.11552453009332421
-75,-50,Concordia,10.983333,44.916667,Dressel 1C,1,0.6931471805599453,0.16666666666666666,0.11552453009332421
-50,-25,Concordia,10.983333,44.916667,Dressel 1C,1,0.6931471805599453,0.16666666666666666,0.11552453009332421
-25,0,Concordia,10.983333,44.916667,Dressel 1C,1,0.6931471805599453,0.16666666666666666,0.11552453009332421
-50,-25,Concordia,10.983333,44.916667,Dressel 6B,1,0.6931471805599453,0.5,0.34657359027997264
-25,0,Concordia,10.983333,44.916667,Dressel 6B,1,0.6931471805599453,0.5,0.34657359027997264
-125,-100,Concordia,10.983333,44.916667,Lamboglia 2,1,0.6931471805599453,0.25,0.17328679513998632
-100,-75,Concordia,10.983333,44.916667,Lamboglia 2,1,0.6931471805599453,0.25,0.17328679513998632
-75,-50,Concordia,10.983333,44.916667,Lamboglia 2,1,0.6931471805599453,0.25,0.17328679513998632
-50,-25,Concordia,10.983333,44.916667,Lamboglia 2,1,0.6931471805599453,0.25,0.17328679513998632
-150,-125,Cosa,12.896389,46.057778,Dressel 1,4,1.6094379124341003,0.16666666666666666,0.26823965207235
-125,-100,Cosa,12.896389,46.057778,Dressel 1,4,1.6094379124341003,0.16666666666666666,0.26823965207235
-100,-75,Cosa,12.896389,46.057778,Dressel 1,4,1.6094379124341003,0.16666666666666666,0.26823965207235
-75,-50,Cosa,12.896389,46.057778,Dressel 1,4,1.6094379124341003,0.16666666666666666,0.26823965207235
-50,-25,Cosa,12.896389,46.057778,Dressel 1,4,1.6094379124341003,0.16666666666666666,0.26823965207235
-25,0,Cosa,12.896389,46.057778,Dressel 1,4,1.6094379124341003,0.16666666666666666,0.26823965207235
-150,-125,Cosa,12.896389,46.057778,Dressel 1A,25,3.258096538021482,0.16666666666666666,0.543016089670247
-125,-100,Cosa,12.896389,46.057778,Dressel 1A,25,3.258096538021482,0.16666666666666666,0.543016089670247
-100,-75,Cosa,12.896389,46.057778,Dressel 1A,25,3.258096538021482,0.16666666666666666,0.543016089670247
-75,-50,Cosa,12.896389,46.057778,Dressel 1A,25,3.258096538021482,0.16666666666666666,0.543016089670247
-50,-25,Cosa,12.896389,46.057778,Dressel 1A,25,3.258096538021482,0.16666666666666666,0.543016089670247
