pleiades_id,title,longitude,latitude,location_precision,feature_types,time_periods,sources,in_window_bins
157802,Alb(i)um Intimilium/Albintimilium,7.625772,43.789146,precise,"settlement, archaeological-site, settlement-modern","classical,hellenistic-republican,roman,late-antique,mediaeval-byzantine,modern,twentieth-ce",pleiades_settlement,17.6
157803,Album Ingaunum/Albingaunum,8.21493,44.0484,precise,settlement,"roman,modern,twentieth-ce",pleiades_settlement,0.102
157810,*Anao,7.333909,43.688824,precise,station,roman,pleiades_transport,0.102
157812,Antipolis,7.120902,43.580587,precise,"settlement, port","archaic,classical,hellenistic-republican,roman,late-antique,modern",pleiades_settlement;pleiades_transport,25.75
157816,Athenopolis,6.640921,43.270134,precise,settlement,"hellenistic-republican,roman",pleiades_settlement,7.145
157817,*Avisio,7.381752,43.724847,precise,station,roman,pleiades_transport,0.102
157819,Baou-des-Noirs,7.1240229,43.7429727,precise,"settlement, archaeological-site","classical,hellenistic-republican",pleiades_settlement,10.4
157825,Boulouris,6.824677,43.430529,precise,quarry,"roman,late-antique",pleiades_production,0.055
157826,Bouteillière,6.741268,43.485868,precise,quarry,"roman,late-antique",pleiades_production,0.055
157827,*Brigomagus,6.758067,43.864627,precise,settlement,roman,pleiades_settlement,0.102
157828,Bussana,7.8388778366,43.8211080147,precise,villa,"roman,twenty-first-ce",pleiades_production,0.102
157833,Le Candéou,6.87945,43.62179,precise,"villa, settlement-modern","hellenistic-republican,roman,modern,twenty-first-ce",pleiades_production,7.145
157834,Cemenelum,7.2758295,43.7194725,precise,settlement,"hellenistic-republican,roman,late-antique,modern",pleiades_settlement,7.2
157836,Col. Forum Iulii,6.7360345,43.4328295,precise,"settlement, port","hellenistic-republican,roman,late-antique,modern",pleiades_settlement;pleiades_transport,7.2
