hoard_id,label,findspot,geonames_uri,closing_year,n_coin_types,country,longitude,latitude,findspot_radius_km,dated
P03,Padova (Italy; P03),"Padova, Italy",https://sws.geonames.org/3171728/,-42.0,25,Italy,11.88586,45.40797,15.0,True
P04,Padova (Italy; P04),"Padova, Italy",https://sws.geonames.org/3171728/,-46.0,8,Italy,11.88586,45.40797,15.0,True
ENE,Enemonzo (Italy; ENE),"Enemonzo, Italy",https://sws.geonames.org/3177392/,-170.0,24,Italy,12.87944,46.40833,5.0,True
P05,Padova (Italy; P05),"Padova, Italy",https://sws.geonames.org/3171728/,-48.0,8,Italy,11.88586,45.40797,15.0,True
P06,Padova (Italy; P06),"Padova, Italy",https://sws.geonames.org/3171728/,-48.0,50,Italy,11.88586,45.40797,15.0,True
P07,Padova (Italy; P07),"Padova, Italy",https://sws.geonames.org/3171728/,-45.0,88,Italy,11.88586,45.40797,15.0,True
ES1,Este (Italy; ES1),"Este, Italy",https://sws.geonames.org/3177337/,-27.0,60,Italy,11.66379,45.22338,5.0,True
PAC,Pachino (Sicily; PAC),"Pachino, Sicily",https://sws.geonames.org/2523938/,-138.0,24,Sicily,15.09019,36.71522,5.0,True
ES2,Este (Italy; ES2),"Este, Italy",https://sws.geonames.org/3177337/,-4.0,157,Italy,11.66379,45.22338,5.0,True
PAE,Paestum (Italy; PAE),"Paestum, Italy",https://sws.geonames.org/3171709/,-4.0,305,Italy,15.00731,40.4223,5.0,True
PAN,Panicale (Italy; PAN),"Panicale, Italy",https://sws.geonames.org/3171523/,-89.0,5,Italy,12.09993,43.0283,5.0,True
PAS,Pasquariello (Italy; PAS),"Pasquariello, Italy",https://sws.geonames.org/3175395/,-43.0,99,Italy,12.83333,42.83333,20.0,True
PAT,Paterno (Sicily; PAT),"Paterno, Sicily",https://sws.geonames.org/2523866/,-100.0,68,Sicily,14.90254,37.56675,5.0,True
PCA,Palazzo Canavese (Italy; PCA),"Palazzo Canavese, Italy",https://sws.geonames.org/3171636/,-4.0,111,Italy,7.97776,45.45962,5.0,True
PDO,Pieve di Olmi (Italy; PDO),"Pieve di Olmi, Italy",https://sws.geonames.org/3170742/,-79.0,14,Italy,10.12368,45.08957,5.0,True
FAN,Fano (Italy; FAN),"Fano, Italy",https://sws.geonames.org/3177219/,-170.0,23,Italy,13.01665,43.84052,5.0,True
PET,Petacciato (Italy; PET),"Petacciato, Italy",https://sws.geonames.org/3171114/,-141.0,48,Italy,14.86026,42.00827,5.0,True
FDP,Fossalta di Piave (Italy; FDP),"Fossalta di Piave, Italy",https://sws.geonames.org/3176646/,,0,Italy,12.50902,45.64497,5.0,False
PIC,Potenza Picena (Italy; PIC),"Potenza Picena, Italy",https://sws.geonames.org/3170023/,-74.0,141,Italy,13.62249,43.36635,5.0,True
FEN,Feniglia (Italy; FEN),"Feniglia, Italy",https://sws.geonames.org/8504668/,,0,Italy,11.20962,42.40923,5.0,False
PIE,Piedimonte d'Alife (Italy; PIE),"Piedimonte d'Alife, Italy",https://sws.geonames.org/3170844/,-42.0,141,Italy,14.36667,41.35,5.0,True
FER,Ferentino (Italy; FER),"Ferentino, Italy",https://sws.geonames.org/3177102/,-81.0,26,Italy,13.2562,41.69119,5.0,True
FI2,Fiume (Italy; FI2),"Fiume, Italy",https://sws.geonames.org/3176927/,,0,Italy,12.73811,45.92865,5.0,False
PIS,Vico Pisano (Italy; PIS),"Vico Pisano, Italy",https://sws.geonames.org/3164396/,4.0,115,Italy,10.58359,43.69305,5.0,True
FIE,Fiesole (Italy; FIE),"Fiesole, Italy",https://sws.geonames.org/3177019/,-89.0,146,Italy,11.29487,43.80455,5.0,True
PL1,Palestrina (Italy; PL1),"Palestrina, Italy",https://sws.geonames.org/3171606/,-80.0,34,Italy,12.88178,41.83274,5.0,True
FIL,Filogaso (Italy; FIL),"Filogaso, Italy",https://sws.geonames.org/2524751/,,0,Italy,16.22584,38.68287,5.0,False
PL2,Palestrina (Italy; PL2),"Palestrina, Italy",https://sws.geonames.org/3171606/,-74.0,146,Italy,12.88178,41.83274,5.0,True
FIR,Firenze (Italy; FIR),"Firenze, Italy",https://sws.geonames.org/3176959/,-43.0,121,Italy,11.24626,43.77925,5.0,True
PLC,Policoro (Italy; PLC),"Policoro, Italy",https://sws.geonames.org/3170384/,-72.0,143,Italy,16.67795,40.2128,5.0,True
PLI,Policoro (Italy; PLI),"Policoro, Italy",https://sws.geonames.org/3170384/,-45.0,44,Italy,16.67795,40.2128,5.0,True
FOL,Foligno (Italy; FOL),"Foligno, Italy",https://sws.geonames.org/3176854/,,0,Italy,12.70268,42.95488,5.0,False
FON,Fontanarosa (Italy; FON),"Fontanarosa, Italy",https://sws.geonames.org/3176818/,,0,Italy,15.02055,41.01812,5.0,False
FOR,Forli (Italy; FOR),"Forli, Italy",https://sws.geonames.org/3176746/,,0,Italy,12.04144,44.22177,5.0,False
FOS,Fossombrone (Italy; FOS),"Fossombrone, Italy",https://sws.geonames.org/3176630/,-121.0,59,Italy,12.81173,43.69017,5.0,True
POG,Poggio Picenze (Italy; POG),"Poggio Picenze, Italy",https://sws.geonames.org/3170450/,,0,Italy,13.54036,42.32061,5.0,False
FRA,Fragagnano (Italy; FRA),"Fragagnano, Italy",https://sws.geonames.org/3176616/,-79.0,62,Italy,17.47553,40.4302,5.0,True
POM,Pompeii (Italy; POM),"Pompeii, Italy",https://sws.geonames.org/3170336/,,0,Italy,14.48333,40.75,5.0,False
PON,Pontecorvo (Italy; PON),"Pontecorvo, Italy",https://sws.geonames.org/3170286/,-74.0,234,Italy,13.66618,41.45861,5.0,True
POP,Populonia (Italy; POP),"Populonia, Italy",https://sws.geonames.org/3170169/,,0,Italy,10.49154,42.98948,5.0,False
FSL,Fossalta (Portogruaro) (Italy; FSL),"Fossalta (Portogruaro), Italy",https://sws.geonames.org/3176645/,-82.0,77,Italy,12.90998,45.79329,5.0,True
POT,Potenza (Italy; POT),"Potenza, Italy",https://sws.geonames.org/3170027/,-43.0,164,Italy,15.80794,40.64175,5.0,True
FUS,Fuscaldo (Italy; FUS),"Fuscaldo, Italy",https://sws.geonames.org/2524691/,-90.0,147,Italy,16.02839,39.41421,5.0,True
PQU,Pieve-Quinta (Italy; PQU),"Pieve-Quinta, Italy",https://sws.geonames.org/3215244/,-42.0,247,Italy,12.15277,44.23819,5.0,True
GAL,Gallignano (Italy; GAL),"Gallignano, Italy",https://sws.geonames.org/3176372/,-4.0,216,Italy,9.83761,45.43768,5.0,True
PRC,Monte Porcaro (Italy; PRC),"Monte Porcaro, Italy",https://sws.geonames.org/8740449/,-48.0,41,Italy,13.16141,41.89902,5.0,True
GAM,Gambolo (Italy; GAM),"Gambolo, Italy",https://sws.geonames.org/3176333/,,0,Italy,8.8582,45.26209,5.0,False
ADM,Alba di Massa (Italy; ADM),"Alba di Massa, Italy",https://sws.geonames.org/3173765/,-77.0,71,Italy,13.39429,42.10723,5.0,True
GDM,Gioia dei Marsi (Italy; GDM),"Gioia dei Marsi, Italy",https://sws.geonames.org/3176091/,-97.0,85,Italy,13.69057,41.95697,5.0,True
GER,Gerenzago (Italy; GER),"Gerenzago, Italy",https://sws.geonames.org/3176196/,-118.0,33,Italy,9.36137,45.20633,5.0,True
PT1,Potenza (Italy; PT1),"Potenza, Italy",https://sws.geonames.org/3170027/,,0,Italy,15.80794,40.64175,5.0,False
AGG,Aggius (Sardinia; AGG),"Aggius, Sardinia",https://sws.geonames.org/3183443/,4.0,16,Sardinia,9.06517,40.92995,5.0,True
PTA,Patrica (Italy; PTA),"Patrica, Italy",https://sws.geonames.org/3171378/,-119.0,50,Italy,13.24363,41.59085,5.0,True
AGN,Agnona (Italy; AGN),"Agnona, Italy",https://sws.geonames.org/6693917/,-41.0,133,Italy,8.25957,45.72602,5.0,True
GIL,Giulianova (Italy; GIL),"Giulianova, Italy",https://sws.geonames.org/3176053/,,0,Italy,13.9665,42.75381,5.0,False
PTR,Pietrabbondante (Italy; PTR),"Pietrabbondante, Italy",https://sws.geonames.org/3170820/,,0,Italy,14.3848,41.74527,5.0,False
GIU,San Giuliano Vecchio (Italy; GIU),"San Giuliano Vecchio, Italy",https://sws.geonames.org/3168220/,,0,Italy,8.76057,44.88902,5.0,False
GOT,Gottolengo (Italy; GOT),"Gottolengo, Italy",https://sws.geonames.org/3175971/,-49.0,6,Italy,10.26855,45.29278,5.0,True
ALI,Alife (Italy; ALI),"Alife, Italy",https://sws.geonames.org/3183273/,-87.0,32,Italy,14.33403,41.32612,5.0,True
ALL,Allein (Italy; ALL),"Allein, Italy",https://sws.geonames.org/6535069/,-27.0,126,Italy,7.27262,45.80723,5.0,True
GRA,Grazzanise (Italy; GRA),"Grazzanise, Italy",https://sws.geonames.org/6299626/,-54.0,142,Italy,14.08194,41.06083,5.0,True
GRE,San Gregorio di Sassola (Italy; GRE),"San Gregorio di Sassola, Italy",https://sws.geonames.org/3168190/,-58.0,172,Italy,12.87447,41.91881,5.0,True
ALT,Altamura (Italy; ALT),"Altamura, Italy",https://sws.geonames.org/3183178/,,0,Italy,16.54952,40.82664,5.0,False
RAN,Randazzo (Sicily; RAN),"Randazzo, Sicily",https://sws.geonames.org/2523641/,-77.0,26,Sicily,14.95012,37.87736,5.0,True
RAV,Ravenna (Italy; RAV),"Ravenna, Italy",https://sws.geonames.org/3169561/,,0,Italy,12.20121,44.41344,5.0,False
ALV,Alvignano (Italy; ALV),"Alvignano, Italy",https://sws.geonames.org/3183140/,-40.0,301,Italy,14.33671,41.24427,5.0,True
RCN,Ricina (Italy; RCN),"Ricina, Italy",https://sws.geonames.org/3164162/,-101.0,110,Italy,13.42649,43.32149,5.0,True
AMA,Amaseno (Italy; AMA),"Amaseno, Italy",https://sws.geonames.org/3183124/,-79.0,68,Italy,13.33457,41.46705,5.0,True
RIC,Riccia (Italy; RIC),"Riccia, Italy",https://sws.geonames.org/3169430/,-126.0,115,Italy,14.83181,41.48314,5.0,True
