ID_Internal,Reference,Region,Groundedness,Specified.Location,Pleiades,Latitude,Longitude,Date.Start,Date.End,Date.Start.Orig,Date.End.Orig,Object.Type,Inscription.Use,Alphabet,Alphabet.Direction,Language,Notes,Script
16698,EDCS-59900047,Etruria Settentrionale,,Perugia / Perusia,1,43.111192,12.3899085,-50,-26,-41,-40,,,5,,Latin,,
16699,EDCS-59900048,Etruria Settentrionale,,Perugia / Perusia,1,43.111192,12.3899085,-50,-26,-41,-40,,,5,,Latin,,
16700,EDCS-59900049,Etruria Settentrionale,,Perugia / Perusia,1,43.111192,12.3899085,-50,-26,-41,-40,,,5,,Latin,,
16701,EDCS-59900050,Etruria Settentrionale,,Perugia / Perusia,1,43.111192,12.3899085,-50,-26,-41,-40,,,5,,Latin,,
16702,EDCS-59900051,Etruria Settentrionale,,Perugia / Perusia,1,43.111192,12.3899085,-50,-26,-41,-40,,,5,,Latin,,
16703,EDCS-59900052,Etruria Settentrionale,,Perugia / Perusia,1,43.111192,12.3899085,-100,-1,-100,-1,,,5,,Latin,,
16704,EDCS-59900053,Etruria Settentrionale,,Perugia / Perusia,1,43.111192,12.3899085,-50,-26,-41,-40,,,5,,Latin,,
16705,EDCS-59900054,Etruria Settentrionale,,Perugia / Perusia,1,43.111192,12.3899085,-50,-26,-41,-40,,,5,,Latin,,
16706,EDCS-59900055,Etruria Settentrionale,,Perugia / Perusia,1,43.111192,12.3899085,-50,-26,-41,-40,,,5,,Latin,,
16707,EDCS-59900057,Etruria Settentrionale,,Perugia / Perusia,1,43.111192,12.3899085,-50,-26,-41,-40,,,5,,Latin,,
16708,EDCS-59900058,Etruria Settentrionale,,Perugia / Perusia,1,43.111192,12.3899085,-50,-26,-41,-40,,,5,,Latin,,
19221,EDCS-59900168,,,?,,,,-250,-51,-250,-51,,,5,,Latin,,
23109,EDCS-60000001,Umbria,,Sarsina / Sassina,1,43.9194,12.142155,-50,-1,-30,-1,,,5,,Latin,,
23313,EDCS-60000069,Venetia et Histria,,Altino / Altinum,1,45.54627312,12.39968139,-50,-1,-50,-1,,,5,,Latin,,
18712,EDCS-60000091,Campania,,Teano / Teanum Sidicinum,1,41.2502785,14.0700745,-50,-1,-50,-1,,,5,,Latin,,
20788,EDCS-60100120,Samnium,,Corcolle / Tibur,0,41.9078779,12.7361671,-450,-401,-430,-401,,,5,,Latin,,
20637,EDCS-60400048,Samnium,,Albe / Alba Fucens,1,42.07990437,13.41117912,-200,-101,-200,-101,,,5,,Latin,,
20642,EDCS-60400059,Samnium,,Albe / Alba Fucens,1,42.07990437,13.41117912,-50,-1,-50,-1,,,5,,Latin,,
20643,EDCS-60400067,Samnium,,Albe / Alba Fucens,1,42.07990437,13.41117912,-50,-1,-50,-1,,,5,,Latin,,
20644,EDCS-60400072,Samnium,,Albe / Alba Fucens,1,42.07990437,13.41117912,-50,-1,-50,-1,,,5,,Latin,,
20645,EDCS-60400075,Samnium,,Albe / Alba Fucens,1,42.07990437,13.41117912,-100,-1,-100,-1,,,5,,Latin,,
